Radionuclide	Sb-126
Route of Intake	Inhalation
Material	Aerosols Type M, Trioxide, all unspecified forms, fA=1E-2
AMTD/AMAD, µm	3

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*	Thyroid*	Skeleton*	Liver*
0.041667	7.7E-1	-	-	2.5E-1	1.0E-1	1.1E-5	2.0E-4	2.2E-4
0.083333	7.6E-1	-	-	2.8E-1	9.4E-2	2.0E-5	3.1E-4	3.3E-4
0.125	7.5E-1	-	-	3.1E-1	8.9E-2	2.8E-5	4.2E-4	4.4E-4
0.25	7.2E-1	-	-	3.6E-1	8.1E-2	4.8E-5	6.9E-4	6.9E-4
0.375	6.9E-1	-	-	4.0E-1	7.7E-2	6.5E-5	9.0E-4	8.7E-4
0.5	6.7E-1	-	-	4.3E-1	7.4E-2	7.9E-5	1.1E-3	1.0E-3
0.625	6.4E-1	-	-	4.4E-1	7.2E-2	9.1E-5	1.2E-3	1.1E-3
0.75	6.2E-1	-	-	4.4E-1	7.0E-2	1.0E-4	1.3E-3	1.2E-3
0.875	5.9E-1	-	-	4.3E-1	6.9E-2	1.1E-4	1.4E-3	1.2E-3
1	5.6E-1	3.6E-3	7.3E-2	4.2E-1	6.8E-2	1.2E-4	1.5E-3	1.3E-3
1.125	5.2E-1	-	-	4.0E-1	6.7E-2	1.2E-4	1.5E-3	1.3E-3
1.25	4.9E-1	-	-	3.7E-1	6.6E-2	1.3E-4	1.6E-3	1.3E-3
1.375	4.6E-1	-	-	3.5E-1	6.5E-2	1.4E-4	1.6E-3	1.3E-3
1.5	4.2E-1	-	-	3.2E-1	6.4E-2	1.4E-4	1.7E-3	1.3E-3
1.625	3.9E-1	-	-	2.9E-1	6.4E-2	1.5E-4	1.7E-3	1.3E-3
1.75	3.6E-1	-	-	2.6E-1	6.3E-2	1.5E-4	1.7E-3	1.3E-3
1.875	3.3E-1	-	-	2.4E-1	6.2E-2	1.6E-4	1.7E-3	1.3E-3
2	3.0E-1	2.1E-3	2.2E-1	2.1E-1	6.1E-2	1.6E-4	1.8E-3	1.3E-3
2.25	2.5E-1	-	-	1.6E-1	6.0E-2	1.7E-4	1.8E-3	1.3E-3
2.5	2.1E-1	-	-	1.3E-1	5.9E-2	1.7E-4	1.8E-3	1.3E-3
2.75	1.7E-1	-	-	9.5E-2	5.8E-2	1.8E-4	1.8E-3	1.2E-3
3	1.4E-1	1.5E-3	1.3E-1	7.1E-2	5.7E-2	1.8E-4	1.8E-3	1.2E-3
3.25	1.2E-1	-	-	5.2E-2	5.6E-2	1.8E-4	1.7E-3	1.1E-3
3.5	1.1E-1	-	-	3.8E-2	5.4E-2	1.8E-4	1.7E-3	1.1E-3
3.75	9.6E-2	-	-	2.7E-2	5.3E-2	1.8E-4	1.7E-3	1.0E-3
4	8.7E-2	1.2E-3	4.8E-2	2.0E-2	5.2E-2	1.8E-4	1.7E-3	1.0E-3
4.25	8.0E-2	-	-	1.4E-2	5.1E-2	1.8E-4	1.6E-3	9.6E-4
4.5	7.5E-2	-	-	1.1E-2	5.0E-2	1.8E-4	1.6E-3	9.2E-4
4.75	7.1E-2	-	-	7.8E-3	4.9E-2	1.8E-4	1.5E-3	8.8E-4
5	6.8E-2	9.8E-4	1.4E-2	5.9E-3	4.9E-2	1.8E-4	1.5E-3	8.4E-4
5.5	6.3E-2	-	-	3.5E-3	4.7E-2	1.8E-4	1.4E-3	7.7E-4
6	5.9E-2	8.0E-4	3.9E-3	2.4E-3	4.5E-2	1.7E-4	1.3E-3	7.1E-4
6.5	5.6E-2	-	-	1.8E-3	4.3E-2	1.7E-4	1.2E-3	6.5E-4
7	5.4E-2	6.6E-4	1.4E-3	1.4E-3	4.2E-2	1.6E-4	1.1E-3	6.0E-4
7.5	5.2E-2	-	-	1.2E-3	4.0E-2	1.6E-4	1.1E-3	5.5E-4
8	5.0E-2	5.5E-4	7.3E-4	1.1E-3	3.9E-2	1.5E-4	9.8E-4	5.1E-4
8.5	4.8E-2	-	-	9.6E-4	3.8E-2	1.5E-4	9.1E-4	4.7E-4
9	4.6E-2	4.6E-4	5.1E-4	8.7E-4	3.6E-2	1.4E-4	8.4E-4	4.4E-4
9.5	4.4E-2	-	-	7.9E-4	3.5E-2	1.3E-4	7.8E-4	4.1E-4
10	4.3E-2	3.9E-4	4.0E-4	7.2E-4	3.4E-2	1.3E-4	7.2E-4	3.8E-4
11	4.0E-2	3.4E-4	3.2E-4	6.0E-4	3.2E-2	1.1E-4	6.2E-4	3.3E-4
12	3.7E-2	2.9E-4	2.6E-4	5.1E-4	3.0E-2	1.0E-4	5.4E-4	2.9E-4
13	3.4E-2	2.5E-4	2.2E-4	4.3E-4	2.8E-2	9.2E-5	4.7E-4	2.6E-4
14	3.2E-2	2.2E-4	1.8E-4	3.8E-4	2.6E-2	8.3E-5	4.0E-4	2.3E-4
15	3.0E-2	1.9E-4	1.5E-4	3.3E-4	2.4E-2	7.4E-5	3.5E-4	2.1E-4
16	2.8E-2	1.7E-4	1.3E-4	2.9E-4	2.3E-2	6.6E-5	3.1E-4	1.9E-4
17	2.6E-2	1.5E-4	1.1E-4	2.5E-4	2.2E-2	5.9E-5	2.7E-4	1.7E-4
18	2.5E-2	1.3E-4	9.4E-5	2.3E-4	2.0E-2	5.3E-5	2.4E-4	1.6E-4
19	2.3E-2	1.2E-4	8.2E-5	2.0E-4	1.9E-2	4.7E-5	2.2E-4	1.5E-4
20	2.2E-2	1.1E-4	7.2E-5	1.8E-4	1.8E-2	4.2E-5	2.0E-4	1.3E-4
21	2.0E-2	9.8E-5	6.4E-5	1.7E-4	1.7E-2	3.8E-5	1.8E-4	1.2E-4
22	1.9E-2	8.9E-5	5.7E-5	1.5E-4	1.6E-2	3.4E-5	1.6E-4	1.2E-4
23	1.8E-2	8.1E-5	5.1E-5	1.4E-4	1.5E-2	3.0E-5	1.5E-4	1.1E-4
24	1.7E-2	7.4E-5	4.6E-5	1.3E-4	1.4E-2	2.7E-5	1.3E-4	1.0E-4
25	1.6E-2	6.8E-5	4.1E-5	1.2E-4	1.3E-2	2.5E-5	1.2E-4	9.4E-5
26	1.5E-2	6.3E-5	3.8E-5	1.1E-4	1.2E-2	2.2E-5	1.1E-4	8.8E-5
27	1.4E-2	5.8E-5	3.5E-5	1.0E-4	1.1E-2	2.0E-5	1.0E-4	8.3E-5
28	1.3E-2	5.4E-5	3.2E-5	9.6E-5	1.1E-2	1.8E-5	9.6E-5	7.8E-5
29	1.2E-2	5.0E-5	2.9E-5	9.0E-5	1.0E-2	1.6E-5	8.9E-5	7.3E-5
30	1.2E-2	4.6E-5	2.7E-5	8.4E-5	9.4E-3	1.5E-5	8.3E-5	6.9E-5
31	1.1E-2	4.3E-5	2.5E-5	7.8E-5	8.8E-3	1.4E-5	7.7E-5	6.5E-5
32	1.0E-2	4.0E-5	2.3E-5	7.3E-5	8.3E-3	1.3E-5	7.2E-5	6.1E-5
33	9.6E-3	3.8E-5	2.2E-5	6.9E-5	7.8E-3	1.1E-5	6.8E-5	5.8E-5
34	9.0E-3	3.5E-5	2.0E-5	6.5E-5	7.3E-3	1.1E-5	6.3E-5	5.5E-5
35	8.5E-3	3.3E-5	1.9E-5	6.1E-5	6.9E-3	9.7E-6	5.9E-5	5.2E-5
36	8.0E-3	3.1E-5	1.8E-5	5.7E-5	6.5E-3	8.9E-6	5.6E-5	4.9E-5
37	7.5E-3	2.9E-5	1.6E-5	5.3E-5	6.1E-3	8.2E-6	5.2E-5	4.6E-5
38	7.0E-3	2.7E-5	1.5E-5	5.0E-5	5.7E-3	7.6E-6	4.9E-5	4.4E-5
39	6.6E-3	2.5E-5	1.4E-5	4.7E-5	5.3E-3	7.1E-6	4.6E-5	4.2E-5
40	6.2E-3	2.4E-5	1.3E-5	4.4E-5	5.0E-3	6.5E-6	4.3E-5	3.9E-5
41	5.8E-3	2.2E-5	1.3E-5	4.2E-5	4.7E-3	6.1E-6	4.1E-5	3.7E-5
42	5.5E-3	2.1E-5	1.2E-5	3.9E-5	4.4E-3	5.7E-6	3.9E-5	3.5E-5
43	5.1E-3	2.0E-5	1.1E-5	3.7E-5	4.1E-3	5.3E-6	3.6E-5	3.3E-5
44	4.8E-3	1.8E-5	1.0E-5	3.5E-5	3.9E-3	4.9E-6	3.4E-5	3.2E-5
45	4.5E-3	1.7E-5	9.7E-6	3.3E-5	3.7E-3	4.6E-6	3.2E-5	3.0E-5
46	4.3E-3	1.6E-5	9.1E-6	3.1E-5	3.4E-3	4.3E-6	3.0E-5	2.8E-5
47	4.0E-3	1.5E-5	8.5E-6	2.9E-5	3.2E-3	4.0E-6	2.9E-5	2.7E-5
48	3.8E-3	1.4E-5	8.0E-6	2.7E-5	3.0E-3	3.7E-6	2.7E-5	2.6E-5
49	3.5E-3	1.4E-5	7.5E-6	2.6E-5	2.8E-3	3.5E-6	2.6E-5	2.4E-5
50	3.3E-3	1.3E-5	7.0E-6	2.4E-5	2.7E-3	3.3E-6	2.4E-5	2.3E-5
51	3.1E-3	1.2E-5	6.6E-6	2.3E-5	2.5E-3	3.1E-6	2.3E-5	2.2E-5
52	2.9E-3	1.1E-5	6.2E-6	2.1E-5	2.4E-3	2.9E-6	2.1E-5	2.1E-5
53	2.8E-3	1.1E-5	5.8E-6	2.0E-5	2.2E-3	2.7E-6	2.0E-5	2.0E-5
54	2.6E-3	9.9E-6	5.5E-6	1.9E-5	2.1E-3	2.5E-6	1.9E-5	1.8E-5
55	2.4E-3	9.3E-6	5.1E-6	1.8E-5	1.9E-3	2.4E-6	1.8E-5	1.8E-5
56	2.3E-3	8.8E-6	4.8E-6	1.7E-5	1.8E-3	2.2E-6	1.7E-5	1.7E-5
57	2.2E-3	8.2E-6	4.5E-6	1.6E-5	1.7E-3	2.1E-6	1.6E-5	1.6E-5
58	2.0E-3	7.8E-6	4.2E-6	1.5E-5	1.6E-3	2.0E-6	1.5E-5	1.5E-5
59	1.9E-3	7.3E-6	4.0E-6	1.4E-5	1.5E-3	1.8E-6	1.4E-5	1.4E-5
60	1.8E-3	6.9E-6	3.7E-6	1.3E-5	1.4E-3	1.7E-6	1.4E-5	1.3E-5
61	1.7E-3	6.5E-6	3.5E-6	1.2E-5	1.3E-3	1.6E-6	1.3E-5	1.3E-5
62	1.6E-3	6.1E-6	3.3E-6	1.2E-5	1.3E-3	1.5E-6	1.2E-5	1.2E-5
63	1.5E-3	5.7E-6	3.1E-6	1.1E-5	1.2E-3	1.4E-6	1.1E-5	1.1E-5
64	1.4E-3	5.4E-6	2.9E-6	1.0E-5	1.1E-3	1.3E-6	1.1E-5	1.1E-5
65	1.3E-3	5.1E-6	2.7E-6	9.7E-6	1.0E-3	1.3E-6	1.0E-5	1.0E-5
66	1.2E-3	4.8E-6	2.5E-6	9.1E-6	9.7E-4	1.2E-6	9.6E-6	9.7E-6
67	1.2E-3	4.5E-6	2.4E-6	8.6E-6	9.1E-4	1.1E-6	9.0E-6	9.2E-6
68	1.1E-3	4.2E-6	2.2E-6	8.1E-6	8.6E-4	1.0E-6	8.5E-6	8.7E-6
69	1.0E-3	4.0E-6	2.1E-6	7.6E-6	8.1E-4	9.9E-7	8.1E-6	8.2E-6
70	9.6E-4	3.7E-6	2.0E-6	7.1E-6	7.6E-4	9.3E-7	7.6E-6	7.8E-6
71	9.1E-4	3.5E-6	1.9E-6	6.7E-6	7.1E-4	8.7E-7	7.2E-6	7.4E-6
72	8.5E-4	3.3E-6	1.7E-6	6.3E-6	6.7E-4	8.2E-7	6.8E-6	7.0E-6
73	8.0E-4	3.1E-6	1.6E-6	5.9E-6	6.3E-4	7.7E-7	6.4E-6	6.6E-6
74	7.5E-4	2.9E-6	1.5E-6	5.6E-6	5.9E-4	7.2E-7	6.0E-6	6.3E-6
75	7.1E-4	2.7E-6	1.4E-6	5.3E-6	5.5E-4	6.8E-7	5.7E-6	6.0E-6
76	6.7E-4	2.6E-6	1.4E-6	5.0E-6	5.2E-4	6.4E-7	5.4E-6	5.6E-6
77	6.3E-4	2.4E-6	1.3E-6	4.7E-6	4.9E-4	6.0E-7	5.1E-6	5.3E-6
78	5.9E-4	2.3E-6	1.2E-6	4.4E-6	4.6E-4	5.7E-7	4.8E-6	5.1E-6
79	5.5E-4	2.1E-6	1.1E-6	4.1E-6	4.3E-4	5.3E-7	4.5E-6	4.8E-6
80	5.2E-4	2.0E-6	1.0E-6	3.9E-6	4.0E-4	5.0E-7	4.3E-6	4.5E-6
81	4.9E-4	1.9E-6	9.9E-7	3.7E-6	3.8E-4	4.7E-7	4.0E-6	4.3E-6
82	4.6E-4	1.8E-6	9.2E-7	3.4E-6	3.6E-4	4.4E-7	3.8E-6	4.1E-6
83	4.3E-4	1.7E-6	8.7E-7	3.2E-6	3.3E-4	4.2E-7	3.6E-6	3.9E-6
84	4.0E-4	1.6E-6	8.1E-7	3.0E-6	3.1E-4	3.9E-7	3.4E-6	3.7E-6
85	3.8E-4	1.5E-6	7.6E-7	2.9E-6	2.9E-4	3.7E-7	3.2E-6	3.5E-6
86	3.6E-4	1.4E-6	7.2E-7	2.7E-6	2.8E-4	3.5E-7	3.0E-6	3.3E-6
87	3.4E-4	1.3E-6	6.7E-7	2.5E-6	2.6E-4	3.3E-7	2.9E-6	3.1E-6
88	3.2E-4	1.2E-6	6.3E-7	2.4E-6	2.4E-4	3.1E-7	2.7E-6	2.9E-6
89	3.0E-4	1.2E-6	5.9E-7	2.2E-6	2.3E-4	2.9E-7	2.6E-6	2.8E-6
90	2.8E-4	1.1E-6	5.6E-7	2.1E-6	2.1E-4	2.7E-7	2.4E-6	2.6E-6
91	2.6E-4	1.0E-6	5.2E-7	2.0E-6	2.0E-4	2.6E-7	2.3E-6	2.5E-6
92	2.5E-4	9.7E-7	4.9E-7	1.9E-6	1.9E-4	2.4E-7	2.2E-6	2.4E-6
93	2.3E-4	9.1E-7	4.6E-7	1.8E-6	1.8E-4	2.3E-7	2.0E-6	2.2E-6
94	2.2E-4	8.5E-7	4.3E-7	1.7E-6	1.7E-4	2.1E-7	1.9E-6	2.1E-6
95	2.0E-4	8.0E-7	4.1E-7	1.6E-6	1.6E-4	2.0E-7	1.8E-6	2.0E-6
96	1.9E-4	7.6E-7	3.8E-7	1.5E-6	1.5E-4	1.9E-7	1.7E-6	1.9E-6
97	1.8E-4	7.1E-7	3.6E-7	1.4E-6	1.4E-4	1.8E-7	1.6E-6	1.8E-6
98	1.7E-4	6.7E-7	3.4E-7	1.3E-6	1.3E-4	1.7E-7	1.5E-6	1.7E-6
99	1.6E-4	6.3E-7	3.2E-7	1.2E-6	1.2E-4	1.6E-7	1.4E-6	1.6E-6
100	1.5E-4	5.9E-7	3.0E-7	1.1E-6	1.1E-4	1.5E-7	1.4E-6	1.5E-6
110	8.1E-5	3.2E-7	1.6E-7	6.2E-7	6.1E-5	8.0E-8	7.7E-7	8.8E-7
120	4.3E-5	1.7E-7	8.3E-8	3.4E-7	3.3E-5	4.3E-8	4.3E-7	5.1E-7
130	2.3E-5	9.4E-8	4.4E-8	1.8E-7	1.7E-5	2.3E-8	2.4E-7	3.0E-7
140	1.3E-5	5.1E-8	2.4E-8	9.9E-8	9.3E-6	1.3E-8	1.4E-7	1.7E-7
150	6.8E-6	2.7E-8	1.2E-8	5.4E-8	4.9E-6	6.8E-9	7.8E-8	9.8E-8
160	3.6E-6	1.5E-8	6.6E-9	2.9E-8	2.6E-6	3.7E-9	4.4E-8	5.6E-8
170	2.0E-6	8.0E-9	3.5E-9	1.6E-8	1.4E-6	2.0E-9	2.5E-8	3.2E-8
180	1.1E-6	4.3E-9	1.9E-9	8.5E-9	7.5E-7	1.1E-9	1.4E-8	1.9E-8
190	5.7E-7	2.3E-9	9.9E-10	4.6E-9	4.0E-7	5.8E-10	7.9E-9	1.1E-8
200	3.0E-7	1.3E-9	5.3E-10	2.5E-9	2.1E-7	3.1E-10	4.4E-9	6.1E-9
210	1.6E-7	6.7E-10	2.8E-10	1.3E-9	1.1E-7	1.7E-10	2.5E-9	3.5E-9
220	8.8E-8	3.6E-10	1.5E-10	7.2E-10	6.1E-8	-	1.4E-9	2.0E-9
230	4.8E-8	2.0E-10	-	3.9E-10	3.3E-8	-	8.0E-10	1.1E-9
240	2.6E-8	1.1E-10	-	2.1E-10	1.7E-8	-	4.5E-10	6.6E-10
250	1.4E-8	-	-	1.1E-10	9.4E-9	-	2.6E-10	3.7E-10
260	7.4E-9	-	-	-	5.0E-9	-	1.4E-10	2.1E-10
270	4.0E-9	-	-	-	2.7E-9	-	-	1.2E-10
280	2.2E-9	-	-	-	1.4E-9	-	-	-
290	1.2E-9	-	-	-	7.7E-10	-	-	-
300	6.3E-10	-	-	-	4.1E-10	-	-	-
310	3.4E-10	-	-	-	2.2E-10	-	-	-
320	1.8E-10	-	-	-	1.2E-10	-	-	-
