Radionuclide	Lu-170
Route of Intake	Inhalation
Material	Aerosols Type S, Irradiated fuel fragments, fA=5E-6
AMTD/AMAD, µm	3

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*	Skeleton*	Liver*
0.041667	7.6E-1	-	-	2.5E-1	1.0E-1	1.5E-5	4.3E-6
0.083333	7.4E-1	-	-	2.8E-1	9.6E-2	3.1E-5	5.6E-6
0.125	7.2E-1	-	-	3.0E-1	9.2E-2	4.6E-5	6.7E-6
0.25	6.7E-1	-	-	3.4E-1	8.4E-2	8.3E-5	9.6E-6
0.375	6.2E-1	-	-	3.7E-1	7.9E-2	1.1E-4	1.2E-5
0.5	5.8E-1	-	-	3.7E-1	7.5E-2	1.4E-4	1.4E-5
0.625	5.4E-1	-	-	3.7E-1	7.2E-2	1.6E-4	1.6E-5
0.75	5.0E-1	-	-	3.6E-1	6.8E-2	1.7E-4	1.7E-5
0.875	4.6E-1	-	-	3.4E-1	6.5E-2	1.8E-4	1.8E-5
1	4.2E-1	6.6E-5	5.5E-2	3.2E-1	6.2E-2	1.9E-4	1.8E-5
1.125	3.8E-1	-	-	2.9E-1	6.0E-2	2.0E-4	1.9E-5
1.25	3.4E-1	-	-	2.7E-1	5.7E-2	2.1E-4	1.9E-5
1.375	3.1E-1	-	-	2.4E-1	5.4E-2	2.1E-4	1.9E-5
1.5	2.8E-1	-	-	2.1E-1	5.2E-2	2.1E-4	1.9E-5
1.625	2.4E-1	-	-	1.9E-1	4.9E-2	2.1E-4	1.9E-5
1.75	2.2E-1	-	-	1.6E-1	4.7E-2	2.1E-4	1.9E-5
1.875	1.9E-1	-	-	1.4E-1	4.5E-2	2.1E-4	1.9E-5
2	1.7E-1	2.6E-5	1.2E-1	1.2E-1	4.3E-2	2.0E-4	1.9E-5
2.25	1.3E-1	-	-	8.8E-2	3.9E-2	2.0E-4	1.8E-5
2.5	1.0E-1	-	-	6.2E-2	3.6E-2	1.9E-4	1.7E-5
2.75	7.7E-2	-	-	4.4E-2	3.3E-2	1.8E-4	1.6E-5
3	6.1E-2	9.2E-6	5.7E-2	3.0E-2	3.0E-2	1.7E-4	1.5E-5
3.25	4.8E-2	-	-	2.1E-2	2.7E-2	1.6E-4	1.4E-5
3.5	3.9E-2	-	-	1.4E-2	2.5E-2	1.5E-4	1.3E-5
3.75	3.3E-2	-	-	9.4E-3	2.3E-2	1.4E-4	1.2E-5
4	2.7E-2	3.3E-6	1.6E-2	6.3E-3	2.1E-2	1.3E-4	1.1E-5
4.25	2.4E-2	-	-	4.3E-3	1.9E-2	1.2E-4	1.1E-5
4.5	2.1E-2	-	-	2.9E-3	1.7E-2	1.1E-4	9.7E-6
4.75	1.8E-2	-	-	2.0E-3	1.6E-2	1.0E-4	9.0E-6
5	1.6E-2	1.3E-6	3.4E-3	1.4E-3	1.5E-2	9.2E-5	8.3E-6
5.5	1.3E-2	-	-	7.0E-4	1.2E-2	7.9E-5	7.1E-6
6	1.1E-2	6.0E-7	7.1E-4	3.9E-4	1.0E-2	6.7E-5	6.0E-6
6.5	8.9E-3	-	-	2.5E-4	8.5E-3	5.7E-5	5.1E-6
7	7.4E-3	3.2E-7	1.9E-4	1.7E-4	7.1E-3	4.8E-5	4.3E-6
7.5	6.2E-3	-	-	1.2E-4	6.0E-3	4.1E-5	3.6E-6
8	5.2E-3	1.9E-7	7.4E-5	9.2E-5	5.0E-3	3.4E-5	3.1E-6
8.5	4.3E-3	-	-	7.0E-5	4.2E-3	2.9E-5	2.6E-6
9	3.6E-3	1.3E-7	3.9E-5	5.4E-5	3.5E-3	2.5E-5	2.2E-6
9.5	3.0E-3	-	-	4.2E-5	2.9E-3	2.1E-5	1.9E-6
10	2.5E-3	8.4E-8	2.3E-5	3.3E-5	2.5E-3	1.8E-5	1.6E-6
11	1.8E-3	5.7E-8	1.4E-5	2.0E-5	1.7E-3	1.3E-5	1.1E-6
12	1.3E-3	3.9E-8	8.4E-6	1.2E-5	1.2E-3	9.0E-6	8.0E-7
13	8.9E-4	2.7E-8	5.2E-6	7.7E-6	8.6E-4	6.4E-6	5.7E-7
14	6.2E-4	1.9E-8	3.2E-6	4.8E-6	6.1E-4	4.6E-6	4.1E-7
15	4.4E-4	1.3E-8	2.0E-6	3.1E-6	4.3E-4	3.3E-6	2.9E-7
16	3.1E-4	9.2E-9	1.3E-6	2.0E-6	3.0E-4	2.4E-6	2.1E-7
17	2.2E-4	6.4E-9	8.2E-7	1.3E-6	2.1E-4	1.7E-6	1.5E-7
18	1.5E-4	4.5E-9	5.3E-7	8.3E-7	1.5E-4	1.2E-6	1.0E-7
19	1.1E-4	3.1E-9	3.4E-7	5.5E-7	1.1E-4	8.6E-7	7.5E-8
20	7.7E-5	2.2E-9	2.3E-7	3.6E-7	7.6E-5	6.1E-7	5.3E-8
21	5.5E-5	1.5E-9	1.5E-7	2.4E-7	5.3E-5	4.4E-7	3.8E-8
22	3.9E-5	1.1E-9	1.0E-7	1.6E-7	3.8E-5	3.1E-7	2.7E-8
23	2.7E-5	7.5E-10	6.8E-8	1.1E-7	2.7E-5	2.2E-7	1.9E-8
24	1.9E-5	5.3E-10	4.6E-8	7.6E-8	1.9E-5	1.6E-7	1.4E-8
25	1.4E-5	3.7E-10	3.1E-8	5.2E-8	1.3E-5	1.1E-7	9.8E-9
26	9.6E-6	2.6E-10	2.1E-8	3.6E-8	9.4E-6	8.1E-8	7.0E-9
27	6.8E-6	1.8E-10	1.5E-8	2.5E-8	6.7E-6	5.8E-8	5.0E-9
28	4.8E-6	1.3E-10	1.0E-8	1.7E-8	4.7E-6	4.1E-8	3.6E-9
29	3.4E-6	-	7.1E-9	1.2E-8	3.3E-6	3.0E-8	2.5E-9
30	2.4E-6	-	5.0E-9	8.5E-9	2.4E-6	2.1E-8	1.8E-9
31	1.7E-6	-	3.5E-9	5.9E-9	1.7E-6	1.5E-8	1.3E-9
32	1.2E-6	-	2.4E-9	4.2E-9	1.2E-6	1.1E-8	9.2E-10
33	8.5E-7	-	1.7E-9	2.9E-9	8.3E-7	7.7E-9	6.5E-10
34	6.0E-7	-	1.2E-9	2.1E-9	5.9E-7	5.5E-9	4.7E-10
35	4.3E-7	-	8.4E-10	1.4E-9	4.2E-7	3.9E-9	3.3E-10
36	3.0E-7	-	5.9E-10	1.0E-9	2.9E-7	2.8E-9	2.4E-10
37	2.1E-7	-	4.1E-10	7.1E-10	2.1E-7	2.0E-9	1.7E-10
38	1.5E-7	-	2.9E-10	5.0E-10	1.5E-7	1.4E-9	1.2E-10
39	1.1E-7	-	2.0E-10	3.6E-10	1.0E-7	1.0E-9	-
40	7.5E-8	-	1.4E-10	2.5E-10	7.4E-8	7.2E-10	-
41	5.3E-8	-	1.0E-10	1.8E-10	5.2E-8	5.1E-10	-
42	3.8E-8	-	-	1.2E-10	3.7E-8	3.7E-10	-
43	2.7E-8	-	-	-	2.6E-8	2.6E-10	-
44	1.9E-8	-	-	-	1.8E-8	1.9E-10	-
45	1.3E-8	-	-	-	1.3E-8	1.3E-10	-
46	9.4E-9	-	-	-	9.2E-9	-	-
47	6.7E-9	-	-	-	6.5E-9	-	-
48	4.7E-9	-	-	-	4.6E-9	-	-
49	3.3E-9	-	-	-	3.3E-9	-	-
50	2.4E-9	-	-	-	2.3E-9	-	-
51	1.7E-9	-	-	-	1.6E-9	-	-
52	1.2E-9	-	-	-	1.1E-9	-	-
53	8.3E-10	-	-	-	8.1E-10	-	-
54	5.9E-10	-	-	-	5.7E-10	-	-
55	4.2E-10	-	-	-	4.1E-10	-	-
56	3.0E-10	-	-	-	2.9E-10	-	-
57	2.1E-10	-	-	-	2.0E-10	-	-
58	1.5E-10	-	-	-	1.4E-10	-	-
59	1.0E-10	-	-	-	1.0E-10	-	-
