Radionuclide	Np-234
Route of Intake	Inhalation
Material	Aerosols Type S, Neptunium dioxide, fA=5E-6
AMTD/AMAD, µm	1

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*	Skeleton*	Liver*
0.041667	5.0E-1	-	-	1.4E-1	1.3E-1	1.7E-5	1.9E-5
0.083333	4.9E-1	-	-	1.6E-1	1.3E-1	3.4E-5	3.2E-5
0.125	4.9E-1	-	-	1.7E-1	1.2E-1	5.1E-5	4.3E-5
0.25	4.6E-1	-	-	2.0E-1	1.2E-1	1.1E-4	6.5E-5
0.375	4.5E-1	-	-	2.2E-1	1.1E-1	1.6E-4	7.7E-5
0.5	4.3E-1	-	-	2.3E-1	1.1E-1	2.1E-4	8.4E-5
0.625	4.1E-1	-	-	2.4E-1	1.1E-1	2.4E-4	8.8E-5
0.75	3.9E-1	-	-	2.3E-1	1.1E-1	2.8E-4	8.9E-5
0.875	3.7E-1	-	-	2.3E-1	1.0E-1	3.0E-4	9.0E-5
1	3.5E-1	2.0E-4	3.8E-2	2.2E-1	1.0E-1	3.2E-4	9.0E-5
1.125	3.3E-1	-	-	2.1E-1	1.0E-1	3.3E-4	9.0E-5
1.25	3.0E-1	-	-	1.9E-1	9.7E-2	3.4E-4	8.9E-5
1.375	2.8E-1	-	-	1.8E-1	9.5E-2	3.5E-4	8.9E-5
1.5	2.6E-1	-	-	1.6E-1	9.3E-2	3.5E-4	8.8E-5
1.625	2.4E-1	-	-	1.4E-1	9.1E-2	3.6E-4	8.7E-5
1.75	2.2E-1	-	-	1.3E-1	8.9E-2	3.6E-4	8.7E-5
1.875	2.1E-1	-	-	1.1E-1	8.7E-2	3.6E-4	8.6E-5
2	1.9E-1	7.7E-5	1.0E-1	1.0E-1	8.5E-2	3.6E-4	8.5E-5
2.25	1.6E-1	-	-	7.7E-2	8.1E-2	3.6E-4	8.3E-5
2.5	1.4E-1	-	-	5.8E-2	7.8E-2	3.5E-4	8.2E-5
2.75	1.2E-1	-	-	4.3E-2	7.5E-2	3.5E-4	8.0E-5
3	1.0E-1	2.6E-5	5.8E-2	3.1E-2	7.1E-2	3.4E-4	7.8E-5
3.25	9.2E-2	-	-	2.3E-2	6.8E-2	3.3E-4	7.6E-5
3.5	8.3E-2	-	-	1.6E-2	6.5E-2	3.2E-4	7.4E-5
3.75	7.5E-2	-	-	1.2E-2	6.3E-2	3.1E-4	7.2E-5
