Radionuclide	Y-88
Route of Intake	Injection
Material	Injection, fA=1E-4
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Skeleton*	Liver*
0.041667	9.8E-1	-	-	4.4E-2	2.4E-1	1.0E-1
0.083333	9.5E-1	-	-	3.1E-2	3.2E-1	1.0E-1
0.125	9.2E-1	-	-	2.5E-2	3.6E-1	1.0E-1
0.25	8.7E-1	-	-	1.9E-2	4.0E-1	1.0E-1
0.375	8.5E-1	-	-	1.9E-2	4.1E-1	1.0E-1
0.5	8.4E-1	-	-	1.9E-2	4.1E-1	1.0E-1
0.625	8.4E-1	-	-	1.9E-2	4.1E-1	1.0E-1
0.75	8.4E-1	-	-	1.8E-2	4.2E-1	9.9E-2
0.875	8.4E-1	-	-	1.8E-2	4.2E-1	9.8E-2
1	8.3E-1	1.6E-1	2.2E-3	1.7E-2	4.2E-1	9.8E-2
1.125	8.3E-1	-	-	1.7E-2	4.3E-1	9.7E-2
1.25	8.3E-1	-	-	1.6E-2	4.3E-1	9.6E-2
1.375	8.3E-1	-	-	1.6E-2	4.3E-1	9.6E-2
1.5	8.2E-1	-	-	1.5E-2	4.3E-1	9.5E-2
1.625	8.2E-1	-	-	1.4E-2	4.4E-1	9.5E-2
1.75	8.2E-1	-	-	1.4E-2	4.4E-1	9.4E-2
1.875	8.2E-1	-	-	1.3E-2	4.4E-1	9.4E-2
2	8.1E-1	8.5E-3	5.9E-3	1.3E-2	4.4E-1	9.3E-2
2.25	8.1E-1	-	-	1.2E-2	4.5E-1	9.2E-2
2.5	8.1E-1	-	-	1.1E-2	4.5E-1	9.1E-2
2.75	8.0E-1	-	-	1.0E-2	4.5E-1	9.0E-2
3	8.0E-1	7.0E-3	4.3E-3	9.7E-3	4.6E-1	8.9E-2
3.25	7.9E-1	-	-	9.2E-3	4.6E-1	8.8E-2
3.5	7.9E-1	-	-	8.8E-3	4.6E-1	8.7E-2
3.75	7.9E-1	-	-	8.4E-3	4.7E-1	8.6E-2
4	7.8E-1	5.8E-3	2.7E-3	8.0E-3	4.7E-1	8.5E-2
4.25	7.8E-1	-	-	7.7E-3	4.7E-1	8.4E-2
4.5	7.8E-1	-	-	7.4E-3	4.7E-1	8.4E-2
4.75	7.7E-1	-	-	7.2E-3	4.8E-1	8.3E-2
5	7.7E-1	4.9E-3	2.0E-3	6.9E-3	4.8E-1	8.2E-2
5.5	7.7E-1	-	-	6.5E-3	4.8E-1	8.1E-2
6	7.6E-1	4.1E-3	1.6E-3	6.1E-3	4.9E-1	7.9E-2
6.5	7.6E-1	-	-	5.8E-3	4.9E-1	7.8E-2
7	7.5E-1	3.4E-3	1.3E-3	5.4E-3	4.9E-1	7.7E-2
7.5	7.5E-1	-	-	5.2E-3	4.9E-1	7.6E-2
8	7.4E-1	2.9E-3	1.1E-3	4.9E-3	5.0E-1	7.5E-2
8.5	7.4E-1	-	-	4.6E-3	5.0E-1	7.4E-2
9	7.3E-1	2.4E-3	9.4E-4	4.4E-3	5.0E-1	7.3E-2
9.5	7.3E-1	-	-	4.2E-3	5.0E-1	7.2E-2
10	7.3E-1	2.0E-3	8.0E-4	4.0E-3	5.0E-1	7.2E-2
11	7.2E-1	1.7E-3	6.7E-4	3.7E-3	5.0E-1	7.0E-2
12	7.1E-1	1.5E-3	5.7E-4	3.4E-3	5.0E-1	6.9E-2
13	7.1E-1	1.2E-3	4.8E-4	3.2E-3	5.0E-1	6.8E-2
14	7.0E-1	1.1E-3	4.0E-4	3.0E-3	5.0E-1	6.7E-2
15	7.0E-1	9.1E-4	3.4E-4	2.8E-3	5.0E-1	6.6E-2
16	6.9E-1	7.8E-4	2.9E-4	2.7E-3	5.0E-1	6.5E-2
17	6.8E-1	6.7E-4	2.4E-4	2.6E-3	5.0E-1	6.4E-2
18	6.8E-1	5.8E-4	2.1E-4	2.5E-3	5.0E-1	6.3E-2
19	6.7E-1	5.0E-4	1.8E-4	2.4E-3	4.9E-1	6.3E-2
20	6.7E-1	4.3E-4	1.5E-4	2.3E-3	4.9E-1	6.2E-2
21	6.6E-1	3.8E-4	1.3E-4	2.2E-3	4.9E-1	6.1E-2
22	6.6E-1	3.3E-4	1.1E-4	2.2E-3	4.9E-1	6.1E-2
23	6.5E-1	3.0E-4	9.4E-5	2.1E-3	4.8E-1	6.0E-2
24	6.5E-1	2.6E-4	8.1E-5	2.1E-3	4.8E-1	6.0E-2
25	6.5E-1	2.4E-4	7.0E-5	2.0E-3	4.8E-1	5.9E-2
26	6.4E-1	2.1E-4	6.1E-5	2.0E-3	4.8E-1	5.9E-2
27	6.4E-1	1.9E-4	5.3E-5	2.0E-3	4.7E-1	5.8E-2
28	6.3E-1	1.8E-4	4.6E-5	1.9E-3	4.7E-1	5.8E-2
29	6.3E-1	1.6E-4	4.1E-5	1.9E-3	4.7E-1	5.7E-2
30	6.2E-1	1.5E-4	3.6E-5	1.9E-3	4.7E-1	5.7E-2
31	6.2E-1	1.4E-4	3.2E-5	1.8E-3	4.6E-1	5.6E-2
32	6.2E-1	1.3E-4	2.9E-5	1.8E-3	4.6E-1	5.6E-2
33	6.1E-1	1.2E-4	2.6E-5	1.8E-3	4.6E-1	5.5E-2
34	6.1E-1	1.2E-4	2.4E-5	1.8E-3	4.5E-1	5.5E-2
35	6.0E-1	1.1E-4	2.2E-5	1.8E-3	4.5E-1	5.4E-2
36	6.0E-1	1.1E-4	2.0E-5	1.8E-3	4.5E-1	5.4E-2
37	6.0E-1	1.0E-4	1.9E-5	1.7E-3	4.5E-1	5.3E-2
38	5.9E-1	1.0E-4	1.7E-5	1.7E-3	4.4E-1	5.3E-2
39	5.9E-1	9.8E-5	1.6E-5	1.7E-3	4.4E-1	5.3E-2
40	5.8E-1	9.5E-5	1.6E-5	1.7E-3	4.4E-1	5.2E-2
41	5.8E-1	9.3E-5	1.5E-5	1.7E-3	4.3E-1	5.2E-2
42	5.8E-1	9.1E-5	1.4E-5	1.7E-3	4.3E-1	5.1E-2
43	5.7E-1	8.9E-5	1.4E-5	1.6E-3	4.3E-1	5.1E-2
44	5.7E-1	8.7E-5	1.3E-5	1.6E-3	4.3E-1	5.1E-2
45	5.6E-1	8.6E-5	1.3E-5	1.6E-3	4.2E-1	5.0E-2
46	5.6E-1	8.5E-5	1.2E-5	1.6E-3	4.2E-1	5.0E-2
47	5.6E-1	8.3E-5	1.2E-5	1.6E-3	4.2E-1	4.9E-2
48	5.5E-1	8.2E-5	1.2E-5	1.6E-3	4.2E-1	4.9E-2
49	5.5E-1	8.1E-5	1.1E-5	1.6E-3	4.1E-1	4.9E-2
50	5.5E-1	8.0E-5	1.1E-5	1.6E-3	4.1E-1	4.8E-2
51	5.4E-1	8.0E-5	1.1E-5	1.5E-3	4.1E-1	4.8E-2
52	5.4E-1	7.9E-5	1.1E-5	1.5E-3	4.1E-1	4.7E-2
53	5.3E-1	7.8E-5	1.1E-5	1.5E-3	4.0E-1	4.7E-2
54	5.3E-1	7.7E-5	1.1E-5	1.5E-3	4.0E-1	4.7E-2
55	5.3E-1	7.6E-5	1.0E-5	1.5E-3	4.0E-1	4.6E-2
56	5.2E-1	7.6E-5	1.0E-5	1.5E-3	4.0E-1	4.6E-2
57	5.2E-1	7.5E-5	1.0E-5	1.5E-3	3.9E-1	4.6E-2
58	5.2E-1	7.5E-5	1.0E-5	1.5E-3	3.9E-1	4.5E-2
59	5.1E-1	7.4E-5	1.0E-5	1.4E-3	3.9E-1	4.5E-2
60	5.1E-1	7.3E-5	9.9E-6	1.4E-3	3.9E-1	4.5E-2
61	5.1E-1	7.3E-5	9.8E-6	1.4E-3	3.8E-1	4.4E-2
62	5.0E-1	7.2E-5	9.7E-6	1.4E-3	3.8E-1	4.4E-2
63	5.0E-1	7.2E-5	9.6E-6	1.4E-3	3.8E-1	4.4E-2
64	5.0E-1	7.1E-5	9.5E-6	1.4E-3	3.8E-1	4.3E-2
65	4.9E-1	7.0E-5	9.5E-6	1.4E-3	3.7E-1	4.3E-2
66	4.9E-1	7.0E-5	9.4E-6	1.4E-3	3.7E-1	4.3E-2
67	4.9E-1	6.9E-5	9.3E-6	1.4E-3	3.7E-1	4.2E-2
68	4.8E-1	6.9E-5	9.2E-6	1.3E-3	3.7E-1	4.2E-2
69	4.8E-1	6.8E-5	9.2E-6	1.3E-3	3.6E-1	4.2E-2
70	4.8E-1	6.8E-5	9.1E-6	1.3E-3	3.6E-1	4.1E-2
71	4.7E-1	6.7E-5	9.0E-6	1.3E-3	3.6E-1	4.1E-2
72	4.7E-1	6.7E-5	8.9E-6	1.3E-3	3.6E-1	4.1E-2
73	4.7E-1	6.6E-5	8.9E-6	1.3E-3	3.6E-1	4.0E-2
74	4.6E-1	6.6E-5	8.8E-6	1.3E-3	3.5E-1	4.0E-2
75	4.6E-1	6.5E-5	8.7E-6	1.3E-3	3.5E-1	4.0E-2
76	4.6E-1	6.5E-5	8.7E-6	1.3E-3	3.5E-1	3.9E-2
77	4.6E-1	6.4E-5	8.6E-6	1.3E-3	3.5E-1	3.9E-2
78	4.5E-1	6.4E-5	8.5E-6	1.2E-3	3.4E-1	3.9E-2
79	4.5E-1	6.3E-5	8.5E-6	1.2E-3	3.4E-1	3.8E-2
80	4.5E-1	6.3E-5	8.4E-6	1.2E-3	3.4E-1	3.8E-2
81	4.4E-1	6.3E-5	8.4E-6	1.2E-3	3.4E-1	3.8E-2
82	4.4E-1	6.2E-5	8.3E-6	1.2E-3	3.4E-1	3.8E-2
83	4.4E-1	6.2E-5	8.2E-6	1.2E-3	3.3E-1	3.7E-2
84	4.3E-1	6.1E-5	8.2E-6	1.2E-3	3.3E-1	3.7E-2
85	4.3E-1	6.1E-5	8.1E-6	1.2E-3	3.3E-1	3.7E-2
86	4.3E-1	6.0E-5	8.0E-6	1.2E-3	3.3E-1	3.6E-2
87	4.3E-1	6.0E-5	8.0E-6	1.2E-3	3.3E-1	3.6E-2
88	4.2E-1	5.9E-5	7.9E-6	1.2E-3	3.2E-1	3.6E-2
89	4.2E-1	5.9E-5	7.9E-6	1.1E-3	3.2E-1	3.5E-2
90	4.2E-1	5.8E-5	7.8E-6	1.1E-3	3.2E-1	3.5E-2
91	4.2E-1	5.8E-5	7.8E-6	1.1E-3	3.2E-1	3.5E-2
92	4.1E-1	5.8E-5	7.7E-6	1.1E-3	3.2E-1	3.5E-2
93	4.1E-1	5.7E-5	7.6E-6	1.1E-3	3.1E-1	3.4E-2
94	4.1E-1	5.7E-5	7.6E-6	1.1E-3	3.1E-1	3.4E-2
95	4.0E-1	5.6E-5	7.5E-6	1.1E-3	3.1E-1	3.4E-2
96	4.0E-1	5.6E-5	7.5E-6	1.1E-3	3.1E-1	3.4E-2
97	4.0E-1	5.6E-5	7.4E-6	1.1E-3	3.1E-1	3.3E-2
98	4.0E-1	5.5E-5	7.4E-6	1.1E-3	3.0E-1	3.3E-2
99	3.9E-1	5.5E-5	7.3E-6	1.1E-3	3.0E-1	3.3E-2
100	3.9E-1	5.4E-5	7.3E-6	1.0E-3	3.0E-1	3.3E-2
110	3.7E-1	5.0E-5	6.7E-6	9.7E-4	2.8E-1	3.0E-2
120	3.4E-1	4.7E-5	6.3E-6	9.0E-4	2.6E-1	2.8E-2
130	3.2E-1	4.4E-5	5.8E-6	8.3E-4	2.5E-1	2.6E-2
140	3.0E-1	4.0E-5	5.4E-6	7.7E-4	2.3E-1	2.4E-2
150	2.8E-1	3.8E-5	5.0E-6	7.1E-4	2.2E-1	2.2E-2
160	2.6E-1	3.5E-5	4.7E-6	6.6E-4	2.1E-1	2.0E-2
170	2.5E-1	3.2E-5	4.3E-6	6.1E-4	1.9E-1	1.9E-2
180	2.3E-1	3.0E-5	4.0E-6	5.6E-4	1.8E-1	1.7E-2
190	2.1E-1	2.8E-5	3.7E-6	5.2E-4	1.7E-1	1.6E-2
200	2.0E-1	2.6E-5	3.5E-6	4.8E-4	1.6E-1	1.5E-2
210	1.9E-1	2.4E-5	3.2E-6	4.4E-4	1.5E-1	1.4E-2
220	1.8E-1	2.2E-5	3.0E-6	4.1E-4	1.4E-1	1.3E-2
230	1.6E-1	2.1E-5	2.8E-6	3.8E-4	1.3E-1	1.2E-2
240	1.5E-1	1.9E-5	2.6E-6	3.5E-4	1.2E-1	1.1E-2
250	1.4E-1	1.8E-5	2.4E-6	3.3E-4	1.2E-1	1.0E-2
260	1.3E-1	1.7E-5	2.2E-6	3.0E-4	1.1E-1	9.3E-3
270	1.3E-1	1.6E-5	2.1E-6	2.8E-4	1.0E-1	8.6E-3
