Radionuclide	Re-184m
Route of Intake	Inhalation
Material	Aerosols Type F, fA=0.9
AMTD/AMAD, µm	0.3

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*	Thyroid*	Skeleton*	Liver*
0.041667	2.9E-1	-	-	4.4E-2	6.0E-2	3.5E-3	4.9E-3	1.2E-2
0.083333	2.9E-1	-	-	5.4E-2	2.2E-2	3.8E-3	6.3E-3	1.8E-2
0.125	2.9E-1	-	-	6.1E-2	1.1E-2	3.6E-3	7.3E-3	2.2E-2
0.25	2.7E-1	-	-	7.4E-2	5.0E-3	3.0E-3	9.5E-3	2.3E-2
0.375	2.6E-1	-	-	8.4E-2	3.9E-3	2.6E-3	1.1E-2	2.0E-2
0.5	2.5E-1	-	-	9.1E-2	3.2E-3	2.3E-3	1.2E-2	1.6E-2
0.625	2.4E-1	-	-	9.6E-2	2.7E-3	2.1E-3	1.3E-2	1.3E-2
0.75	2.3E-1	-	-	1.0E-1	2.3E-3	1.9E-3	1.3E-2	1.1E-2
0.875	2.2E-1	-	-	1.0E-1	2.0E-3	1.7E-3	1.3E-2	9.1E-3
1	2.2E-1	5.4E-2	7.2E-3	1.0E-1	1.7E-3	1.5E-3	1.3E-2	7.7E-3
1.125	2.1E-1	-	-	1.0E-1	1.5E-3	1.4E-3	1.3E-2	6.6E-3
1.25	2.0E-1	-	-	1.0E-1	1.4E-3	1.3E-3	1.3E-2	5.8E-3
1.375	2.0E-1	-	-	1.0E-1	1.3E-3	1.2E-3	1.3E-2	5.2E-3
1.5	1.9E-1	-	-	9.9E-2	1.2E-3	1.1E-3	1.2E-2	4.7E-3
1.625	1.8E-1	-	-	9.6E-2	1.1E-3	9.9E-4	1.2E-2	4.3E-3
1.75	1.8E-1	-	-	9.3E-2	1.0E-3	9.2E-4	1.2E-2	4.0E-3
1.875	1.7E-1	-	-	8.9E-2	9.7E-4	8.5E-4	1.1E-2	3.8E-3
2	1.6E-1	1.5E-2	3.6E-2	8.5E-2	9.2E-4	7.9E-4	1.1E-2	3.6E-3
2.25	1.5E-1	-	-	7.7E-2	8.4E-4	6.9E-4	1.0E-2	3.3E-3
2.5	1.4E-1	-	-	6.9E-2	7.7E-4	6.0E-4	9.7E-3	3.1E-3
2.75	1.2E-1	-	-	6.1E-2	7.2E-4	5.3E-4	9.1E-3	2.9E-3
3	1.1E-1	6.9E-3	4.1E-2	5.4E-2	6.7E-4	4.7E-4	8.5E-3	2.8E-3
3.25	1.0E-1	-	-	4.7E-2	6.2E-4	4.2E-4	8.0E-3	2.7E-3
3.5	9.4E-2	-	-	4.2E-2	5.8E-4	3.8E-4	7.5E-3	2.6E-3
3.75	8.6E-2	-	-	3.7E-2	5.5E-4	3.5E-4	7.0E-3	2.5E-3
4	7.9E-2	4.8E-3	2.9E-2	3.2E-2	5.1E-4	3.1E-4	6.5E-3	2.4E-3
4.25	7.2E-2	-	-	2.9E-2	4.8E-4	2.9E-4	6.1E-3	2.4E-3
4.5	6.7E-2	-	-	2.6E-2	4.5E-4	2.6E-4	5.7E-3	2.3E-3
4.75	6.2E-2	-	-	2.3E-2	4.2E-4	2.4E-4	5.3E-3	2.2E-3
5	5.8E-2	3.6E-3	1.7E-2	2.1E-2	4.0E-4	2.2E-4	5.0E-3	2.2E-3
5.5	5.0E-2	-	-	1.7E-2	3.5E-4	1.9E-4	4.4E-3	2.1E-3
6	4.4E-2	2.7E-3	1.1E-2	1.4E-2	3.1E-4	1.6E-4	3.8E-3	2.0E-3
6.5	3.9E-2	-	-	1.2E-2	2.8E-4	1.4E-4	3.4E-3	1.9E-3
7	3.5E-2	2.0E-3	7.0E-3	1.0E-2	2.5E-4	1.2E-4	3.0E-3	1.8E-3
7.5	3.1E-2	-	-	8.9E-3	2.2E-4	1.1E-4	2.6E-3	1.8E-3
8	2.8E-2	1.6E-3	5.0E-3	7.8E-3	2.0E-4	9.2E-5	2.3E-3	1.7E-3
8.5	2.6E-2	-	-	6.8E-3	1.8E-4	8.0E-5	2.1E-3	1.6E-3
9	2.3E-2	1.2E-3	3.7E-3	5.9E-3	1.6E-4	7.0E-5	1.8E-3	1.6E-3
9.5	2.1E-2	-	-	5.2E-3	1.5E-4	6.1E-5	1.6E-3	1.5E-3
10	1.9E-2	9.2E-4	2.8E-3	4.5E-3	1.3E-4	5.4E-5	1.5E-3	1.5E-3
11	1.6E-2	7.2E-4	2.1E-3	3.5E-3	1.1E-4	4.2E-5	1.2E-3	1.4E-3
12	1.4E-2	5.6E-4	1.6E-3	2.7E-3	9.6E-5	3.3E-5	9.6E-4	1.3E-3
13	1.2E-2	4.4E-4	1.3E-3	2.2E-3	8.3E-5	2.6E-5	8.0E-4	1.3E-3
14	1.1E-2	3.5E-4	9.9E-4	1.7E-3	7.3E-5	2.0E-5	6.8E-4	1.2E-3
15	1.0E-2	2.8E-4	7.8E-4	1.4E-3	6.5E-5	1.6E-5	5.9E-4	1.1E-3
16	9.1E-3	2.3E-4	6.2E-4	1.1E-3	5.8E-5	1.3E-5	5.2E-4	1.1E-3
17	8.3E-3	1.9E-4	5.0E-4	9.2E-4	5.3E-5	1.1E-5	4.7E-4	1.1E-3
18	7.7E-3	1.6E-4	4.0E-4	7.7E-4	4.9E-5	9.3E-6	4.3E-4	1.0E-3
19	7.2E-3	1.4E-4	3.3E-4	6.6E-4	4.5E-5	7.9E-6	4.0E-4	9.7E-4
20	6.8E-3	1.2E-4	2.8E-4	5.7E-4	4.2E-5	6.9E-6	3.7E-4	9.3E-4
21	6.4E-3	1.0E-4	2.4E-4	5.0E-4	4.0E-5	6.0E-6	3.5E-4	9.0E-4
22	6.1E-3	9.3E-5	2.0E-4	4.4E-4	3.8E-5	5.4E-6	3.4E-4	8.6E-4
23	5.8E-3	8.4E-5	1.8E-4	4.0E-4	3.6E-5	4.8E-6	3.3E-4	8.3E-4
24	5.6E-3	7.6E-5	1.6E-4	3.6E-4	3.4E-5	4.4E-6	3.2E-4	8.0E-4
25	5.3E-3	7.0E-5	1.4E-4	3.3E-4	3.2E-5	4.1E-6	3.1E-4	7.7E-4
26	5.1E-3	6.5E-5	1.3E-4	3.1E-4	3.1E-5	3.8E-6	3.0E-4	7.4E-4
27	4.9E-3	6.1E-5	1.2E-4	2.9E-4	3.0E-5	3.5E-6	3.0E-4	7.1E-4
28	4.7E-3	5.8E-5	1.1E-4	2.7E-4	2.8E-5	3.3E-6	3.0E-4	6.9E-4
29	4.6E-3	5.5E-5	1.0E-4	2.6E-4	2.7E-5	3.2E-6	2.9E-4	6.6E-4
30	4.4E-3	5.2E-5	9.8E-5	2.5E-4	2.6E-5	3.0E-6	2.9E-4	6.4E-4
31	4.2E-3	4.9E-5	9.3E-5	2.3E-4	2.5E-5	2.9E-6	2.8E-4	6.1E-4
32	4.1E-3	4.7E-5	8.8E-5	2.2E-4	2.4E-5	2.7E-6	2.8E-4	5.9E-4
33	3.9E-3	4.5E-5	8.4E-5	2.1E-4	2.3E-5	2.6E-6	2.8E-4	5.7E-4
34	3.8E-3	4.3E-5	8.0E-5	2.0E-4	2.2E-5	2.5E-6	2.8E-4	5.5E-4
35	3.7E-3	4.1E-5	7.6E-5	2.0E-4	2.2E-5	2.4E-6	2.7E-4	5.3E-4
36	3.5E-3	4.0E-5	7.3E-5	1.9E-4	2.1E-5	2.3E-6	2.7E-4	5.1E-4
37	3.4E-3	3.8E-5	7.0E-5	1.8E-4	2.0E-5	2.2E-6	2.7E-4	4.9E-4
38	3.3E-3	3.7E-5	6.7E-5	1.7E-4	1.9E-5	2.1E-6	2.7E-4	4.7E-4
39	3.2E-3	3.5E-5	6.5E-5	1.7E-4	1.9E-5	2.0E-6	2.7E-4	4.6E-4
40	3.1E-3	3.4E-5	6.2E-5	1.6E-4	1.8E-5	2.0E-6	2.6E-4	4.4E-4
41	3.0E-3	3.3E-5	6.0E-5	1.5E-4	1.7E-5	1.9E-6	2.6E-4	4.2E-4
42	2.9E-3	3.1E-5	5.7E-5	1.5E-4	1.7E-5	1.8E-6	2.6E-4	4.1E-4
43	2.8E-3	3.0E-5	5.5E-5	1.4E-4	1.6E-5	1.7E-6	2.6E-4	3.9E-4
44	2.7E-3	2.9E-5	5.3E-5	1.4E-4	1.5E-5	1.7E-6	2.6E-4	3.8E-4
45	2.6E-3	2.8E-5	5.1E-5	1.3E-4	1.5E-5	1.6E-6	2.6E-4	3.6E-4
46	2.5E-3	2.7E-5	4.9E-5	1.3E-4	1.4E-5	1.6E-6	2.5E-4	3.5E-4
47	2.4E-3	2.6E-5	4.7E-5	1.2E-4	1.4E-5	1.5E-6	2.5E-4	3.4E-4
48	2.3E-3	2.5E-5	4.6E-5	1.2E-4	1.3E-5	1.4E-6	2.5E-4	3.3E-4
49	2.2E-3	2.4E-5	4.4E-5	1.1E-4	1.3E-5	1.4E-6	2.5E-4	3.1E-4
50	2.2E-3	2.3E-5	4.2E-5	1.1E-4	1.2E-5	1.3E-6	2.5E-4	3.0E-4
51	2.1E-3	2.2E-5	4.1E-5	1.1E-4	1.2E-5	1.3E-6	2.5E-4	2.9E-4
52	2.0E-3	2.2E-5	3.9E-5	1.0E-4	1.1E-5	1.2E-6	2.4E-4	2.8E-4
53	2.0E-3	2.1E-5	3.8E-5	9.8E-5	1.1E-5	1.2E-6	2.4E-4	2.7E-4
54	1.9E-3	2.0E-5	3.7E-5	9.5E-5	1.1E-5	1.2E-6	2.4E-4	2.6E-4
55	1.8E-3	1.9E-5	3.5E-5	9.1E-5	1.0E-5	1.1E-6	2.4E-4	2.5E-4
56	1.8E-3	1.9E-5	3.4E-5	8.8E-5	9.8E-6	1.1E-6	2.4E-4	2.4E-4
57	1.7E-3	1.8E-5	3.3E-5	8.5E-5	9.5E-6	1.0E-6	2.4E-4	2.3E-4
58	1.7E-3	1.7E-5	3.1E-5	8.1E-5	9.1E-6	1.0E-6	2.4E-4	2.2E-4
59	1.6E-3	1.7E-5	3.0E-5	7.8E-5	8.8E-6	9.6E-7	2.3E-4	2.2E-4
60	1.6E-3	1.6E-5	2.9E-5	7.6E-5	8.5E-6	9.3E-7	2.3E-4	2.1E-4
61	1.5E-3	1.5E-5	2.8E-5	7.3E-5	8.2E-6	8.9E-7	2.3E-4	2.0E-4
62	1.5E-3	1.5E-5	2.7E-5	7.0E-5	7.9E-6	8.6E-7	2.3E-4	1.9E-4
63	1.4E-3	1.4E-5	2.6E-5	6.8E-5	7.6E-6	8.3E-7	2.3E-4	1.9E-4
64	1.4E-3	1.4E-5	2.5E-5	6.5E-5	7.3E-6	8.0E-7	2.3E-4	1.8E-4
65	1.3E-3	1.3E-5	2.4E-5	6.3E-5	7.0E-6	7.7E-7	2.3E-4	1.7E-4
66	1.3E-3	1.3E-5	2.3E-5	6.0E-5	6.8E-6	7.4E-7	2.3E-4	1.7E-4
67	1.2E-3	1.2E-5	2.2E-5	5.8E-5	6.5E-6	7.1E-7	2.2E-4	1.6E-4
68	1.2E-3	1.2E-5	2.2E-5	5.6E-5	6.3E-6	6.9E-7	2.2E-4	1.5E-4
69	1.2E-3	1.1E-5	2.1E-5	5.4E-5	6.1E-6	6.6E-7	2.2E-4	1.5E-4
70	1.1E-3	1.1E-5	2.0E-5	5.2E-5	5.8E-6	6.4E-7	2.2E-4	1.4E-4
71	1.1E-3	1.1E-5	1.9E-5	5.0E-5	5.6E-6	6.1E-7	2.2E-4	1.4E-4
72	1.1E-3	1.0E-5	1.9E-5	4.8E-5	5.4E-6	5.9E-7	2.2E-4	1.3E-4
73	1.0E-3	9.9E-6	1.8E-5	4.7E-5	5.2E-6	5.7E-7	2.2E-4	1.3E-4
74	1.0E-3	9.5E-6	1.7E-5	4.5E-5	5.0E-6	5.5E-7	2.2E-4	1.2E-4
75	9.7E-4	9.2E-6	1.7E-5	4.3E-5	4.8E-6	5.3E-7	2.1E-4	1.2E-4
76	9.4E-4	8.8E-6	1.6E-5	4.2E-5	4.7E-6	5.1E-7	2.1E-4	1.1E-4
77	9.1E-4	8.5E-6	1.5E-5	4.0E-5	4.5E-6	4.9E-7	2.1E-4	1.1E-4
78	8.9E-4	8.2E-6	1.5E-5	3.9E-5	4.3E-6	4.7E-7	2.1E-4	1.1E-4
79	8.6E-4	7.9E-6	1.4E-5	3.7E-5	4.2E-6	4.6E-7	2.1E-4	1.0E-4
80	8.4E-4	7.6E-6	1.4E-5	3.6E-5	4.0E-6	4.4E-7	2.1E-4	9.8E-5
81	8.1E-4	7.3E-6	1.3E-5	3.5E-5	3.9E-6	4.2E-7	2.1E-4	9.5E-5
82	7.9E-4	7.1E-6	1.3E-5	3.3E-5	3.7E-6	4.1E-7	2.1E-4	9.1E-5
83	7.7E-4	6.8E-6	1.2E-5	3.2E-5	3.6E-6	3.9E-7	2.1E-4	8.8E-5
84	7.5E-4	6.5E-6	1.2E-5	3.1E-5	3.5E-6	3.8E-7	2.0E-4	8.5E-5
85	7.2E-4	6.3E-6	1.1E-5	3.0E-5	3.3E-6	3.6E-7	2.0E-4	8.2E-5
86	7.0E-4	6.1E-6	1.1E-5	2.9E-5	3.2E-6	3.5E-7	2.0E-4	7.9E-5
87	6.9E-4	5.9E-6	1.1E-5	2.8E-5	3.1E-6	3.4E-7	2.0E-4	7.6E-5
88	6.7E-4	5.6E-6	1.0E-5	2.7E-5	3.0E-6	3.3E-7	2.0E-4	7.3E-5
89	6.5E-4	5.4E-6	9.9E-6	2.6E-5	2.9E-6	3.1E-7	2.0E-4	7.0E-5
90	6.3E-4	5.2E-6	9.5E-6	2.5E-5	2.8E-6	3.0E-7	2.0E-4	6.8E-5
91	6.1E-4	5.0E-6	9.2E-6	2.4E-5	2.7E-6	2.9E-7	2.0E-4	6.5E-5
92	6.0E-4	4.9E-6	8.9E-6	2.3E-5	2.6E-6	2.8E-7	2.0E-4	6.3E-5
93	5.8E-4	4.7E-6	8.5E-6	2.2E-5	2.5E-6	2.7E-7	2.0E-4	6.1E-5
94	5.7E-4	4.5E-6	8.2E-6	2.1E-5	2.4E-6	2.6E-7	2.0E-4	5.8E-5
95	5.5E-4	4.3E-6	7.9E-6	2.1E-5	2.3E-6	2.5E-7	1.9E-4	5.6E-5
96	5.4E-4	4.2E-6	7.6E-6	2.0E-5	2.2E-6	2.4E-7	1.9E-4	5.4E-5
97	5.3E-4	4.0E-6	7.3E-6	1.9E-5	2.1E-6	2.3E-7	1.9E-4	5.2E-5
