Radionuclide	S-35
Route of Intake	Inhalation
Material	Aerosols Type F, Caesium, nickel, strontium, thorium sulphates, fA=0.99
AMTD/AMAD, µm	3

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*	Skeleton*
12	2.7E-2	2.4E-3	3.1E-4	5.1E-4	1.6E-4	1.2E-3
13	2.5E-2	2.1E-3	2.8E-4	4.5E-4	1.4E-4	9.6E-4
14	2.2E-2	1.9E-3	2.5E-4	4.1E-4	1.3E-4	7.9E-4
15	2.0E-2	1.7E-3	2.2E-4	3.6E-4	1.1E-4	6.5E-4
16	1.8E-2	1.6E-3	2.0E-4	3.3E-4	1.0E-4	5.5E-4
17	1.7E-2	1.4E-3	1.8E-4	3.0E-4	9.2E-5	4.6E-4
18	1.5E-2	1.3E-3	1.6E-4	2.7E-4	8.3E-5	3.9E-4
19	1.4E-2	1.1E-3	1.5E-4	2.4E-4	7.5E-5	3.4E-4
20	1.2E-2	1.0E-3	1.3E-4	2.2E-4	6.8E-5	2.9E-4
21	1.1E-2	9.3E-4	1.2E-4	2.0E-4	6.2E-5	2.5E-4
22	1.0E-2	8.5E-4	1.1E-4	1.8E-4	5.6E-5	2.2E-4
23	9.3E-3	7.7E-4	9.7E-5	1.6E-4	5.1E-5	2.0E-4
24	8.4E-3	7.0E-4	8.8E-5	1.5E-4	4.6E-5	1.7E-4
25	7.7E-3	6.3E-4	8.0E-5	1.3E-4	4.2E-5	1.5E-4
26	7.0E-3	5.7E-4	7.2E-5	1.2E-4	3.8E-5	1.4E-4
27	6.3E-3	5.2E-4	6.6E-5	1.1E-4	3.4E-5	1.2E-4
28	5.7E-3	4.7E-4	6.0E-5	9.9E-5	3.1E-5	1.1E-4
29	5.2E-3	4.3E-4	5.4E-5	9.0E-5	2.8E-5	1.0E-4
30	4.7E-3	3.9E-4	4.9E-5	8.2E-5	2.6E-5	9.0E-5
31	4.3E-3	3.5E-4	4.5E-5	7.4E-5	2.3E-5	8.1E-5
32	3.9E-3	3.2E-4	4.0E-5	6.7E-5	2.1E-5	7.3E-5
33	3.5E-3	2.9E-4	3.7E-5	6.1E-5	1.9E-5	6.6E-5
34	3.2E-3	2.6E-4	3.3E-5	5.6E-5	1.7E-5	6.0E-5
35	2.9E-3	2.4E-4	3.0E-5	5.1E-5	1.6E-5	5.4E-5
36	2.7E-3	2.2E-4	2.8E-5	4.6E-5	1.4E-5	4.9E-5
37	2.4E-3	2.0E-4	2.5E-5	4.2E-5	1.3E-5	4.5E-5
38	2.2E-3	1.8E-4	2.3E-5	3.8E-5	1.2E-5	4.0E-5
39	2.0E-3	1.6E-4	2.1E-5	3.4E-5	1.1E-5	3.7E-5
40	1.8E-3	1.5E-4	1.9E-5	3.1E-5	9.8E-6	3.3E-5
41	1.6E-3	1.3E-4	1.7E-5	2.8E-5	8.9E-6	3.0E-5
42	1.5E-3	1.2E-4	1.5E-5	2.6E-5	8.1E-6	2.7E-5
43	1.4E-3	1.1E-4	1.4E-5	2.3E-5	7.3E-6	2.5E-5
44	1.2E-3	1.0E-4	1.3E-5	2.1E-5	6.7E-6	2.3E-5
45	1.1E-3	9.2E-5	1.2E-5	1.9E-5	6.1E-6	2.1E-5
46	1.0E-3	8.3E-5	1.1E-5	1.8E-5	5.5E-6	1.9E-5
47	9.2E-4	7.6E-5	9.5E-6	1.6E-5	5.0E-6	1.7E-5
48	8.4E-4	6.9E-5	8.7E-6	1.4E-5	4.5E-6	1.5E-5
49	7.6E-4	6.2E-5	7.9E-6	1.3E-5	4.1E-6	1.4E-5
50	6.9E-4	5.7E-5	7.2E-6	1.2E-5	3.7E-6	1.3E-5
51	6.3E-4	5.1E-5	6.5E-6	1.1E-5	3.4E-6	1.2E-5
52	5.7E-4	4.7E-5	5.9E-6	9.8E-6	3.1E-6	1.0E-5
53	5.2E-4	4.2E-5	5.4E-6	8.9E-6	2.8E-6	9.5E-6
54	4.7E-4	3.9E-5	4.9E-6	8.1E-6	2.5E-6	8.6E-6
55	4.3E-4	3.5E-5	4.4E-6	7.4E-6	2.3E-6	7.8E-6
56	3.9E-4	3.2E-5	4.0E-6	6.7E-6	2.1E-6	7.1E-6
57	3.5E-4	2.9E-5	3.6E-6	6.1E-6	1.9E-6	6.5E-6
58	3.2E-4	2.6E-5	3.3E-6	5.5E-6	1.7E-6	5.9E-6
59	2.9E-4	2.4E-5	3.0E-6	5.0E-6	1.6E-6	5.3E-6
60	2.6E-4	2.2E-5	2.7E-6	4.6E-6	1.4E-6	4.8E-6
61	2.4E-4	2.0E-5	2.5E-6	4.1E-6	1.3E-6	4.4E-6
62	2.2E-4	1.8E-5	2.3E-6	3.8E-6	1.2E-6	4.0E-6
63	2.0E-4	1.6E-5	2.0E-6	3.4E-6	1.1E-6	3.6E-6
64	1.8E-4	1.5E-5	1.9E-6	3.1E-6	9.7E-7	3.3E-6
65	1.6E-4	1.3E-5	1.7E-6	2.8E-6	8.9E-7	3.0E-6
66	1.5E-4	1.2E-5	1.5E-6	2.6E-6	8.0E-7	2.7E-6
67	1.3E-4	1.1E-5	1.4E-6	2.3E-6	7.3E-7	2.5E-6
68	1.2E-4	1.0E-5	1.3E-6	2.1E-6	6.6E-7	2.2E-6
69	1.1E-4	9.1E-6	1.2E-6	1.9E-6	6.0E-7	2.0E-6
70	1.0E-4	8.3E-6	1.0E-6	1.7E-6	5.5E-7	1.9E-6
71	9.2E-5	7.5E-6	9.5E-7	1.6E-6	5.0E-7	1.7E-6
72	8.3E-5	6.8E-6	8.6E-7	1.4E-6	4.5E-7	1.5E-6
73	7.6E-5	6.2E-6	7.8E-7	1.3E-6	4.1E-7	1.4E-6
74	6.9E-5	5.6E-6	7.1E-7	1.2E-6	3.7E-7	1.3E-6
75	6.2E-5	5.1E-6	6.5E-7	1.1E-6	3.4E-7	1.1E-6
76	5.7E-5	4.6E-6	5.9E-7	9.8E-7	3.1E-7	1.0E-6
77	5.2E-5	4.2E-6	5.3E-7	8.9E-7	2.8E-7	9.4E-7
78	4.7E-5	3.8E-6	4.8E-7	8.1E-7	2.5E-7	8.6E-7
79	4.3E-5	3.5E-6	4.4E-7	7.3E-7	2.3E-7	7.8E-7
80	3.9E-5	3.2E-6	4.0E-7	6.7E-7	2.1E-7	7.1E-7
81	3.5E-5	2.9E-6	3.6E-7	6.1E-7	1.9E-7	6.4E-7
82	3.2E-5	2.6E-6	3.3E-7	5.5E-7	1.7E-7	5.8E-7
83	2.9E-5	2.4E-6	3.0E-7	5.0E-7	1.6E-7	5.3E-7
84	2.6E-5	2.2E-6	2.7E-7	4.5E-7	1.4E-7	4.8E-7
85	2.4E-5	2.0E-6	2.5E-7	4.1E-7	1.3E-7	4.4E-7
86	2.2E-5	1.8E-6	2.2E-7	3.7E-7	1.2E-7	4.0E-7
87	2.0E-5	1.6E-6	2.0E-7	3.4E-7	1.1E-7	3.6E-7
88	1.8E-5	1.5E-6	1.9E-7	3.1E-7	9.7E-8	3.3E-7
89	1.6E-5	1.3E-6	1.7E-7	2.8E-7	8.8E-8	3.0E-7
90	1.5E-5	1.2E-6	1.5E-7	2.5E-7	8.0E-8	2.7E-7
91	1.3E-5	1.1E-6	1.4E-7	2.3E-7	7.3E-8	2.5E-7
92	1.2E-5	1.0E-6	1.3E-7	2.1E-7	6.6E-8	2.2E-7
93	1.1E-5	9.1E-7	1.1E-7	1.9E-7	6.0E-8	2.0E-7
94	1.0E-5	8.2E-7	1.0E-7	1.7E-7	5.4E-8	1.8E-7
95	9.1E-6	7.5E-7	9.4E-8	1.6E-7	4.9E-8	1.7E-7
96	8.3E-6	6.8E-7	8.6E-8	1.4E-7	4.5E-8	1.5E-7
97	7.5E-6	6.2E-7	7.8E-8	1.3E-7	4.1E-8	1.4E-7
98	6.8E-6	5.6E-7	7.1E-8	1.2E-7	3.7E-8	1.3E-7
99	6.2E-6	5.1E-7	6.4E-8	1.1E-7	3.4E-8	1.1E-7
100	5.6E-6	4.6E-7	5.8E-8	9.7E-8	3.1E-8	1.0E-7
110	2.2E-6	1.8E-7	2.2E-8	3.7E-8	1.2E-8	4.0E-8
120	8.2E-7	6.8E-8	8.5E-9	1.4E-8	4.5E-9	1.5E-8
130	3.2E-7	2.6E-8	3.3E-9	5.4E-9	1.7E-9	5.8E-9
140	1.2E-7	9.9E-9	1.2E-9	2.1E-9	6.5E-10	2.2E-9
150	4.6E-8	3.8E-9	4.8E-10	8.0E-10	2.5E-10	8.4E-10
160	1.8E-8	1.4E-9	1.8E-10	-	-	3.2E-10
170	6.7E-9	5.5E-10	-	-	-	1.2E-10
180	2.6E-9	2.1E-10	-	-	-	-
190	9.8E-10	-	-	-	-	-
200	3.8E-10	-	-	-	-	-
210	1.4E-10	-	-	-	-	-
