Radionuclide	Tm-171
Route of Intake	Inhalation
Material	Aerosols Water soluble forms, including chloride and citrate, fA=2.5E-4
AMTD/AMAD, µm	5

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*	Skeleton*	Liver*
0.041667	8.1E-1	-	-	2.8E-1	7.5E-2	6.8E-4	1.9E-4
0.083333	8.0E-1	-	-	3.1E-1	6.9E-2	1.3E-3	2.3E-4
0.125	7.9E-1	-	-	3.4E-1	6.6E-2	1.9E-3	2.8E-4
0.25	7.6E-1	-	-	4.1E-1	5.9E-2	3.5E-3	4.0E-4
0.375	7.4E-1	-	-	4.5E-1	5.5E-2	4.9E-3	5.2E-4
0.5	7.2E-1	-	-	4.8E-1	5.2E-2	6.1E-3	6.3E-4
0.625	7.0E-1	-	-	5.0E-1	4.9E-2	7.3E-3	7.2E-4
0.75	6.7E-1	-	-	5.1E-1	4.7E-2	8.3E-3	8.1E-4
0.875	6.4E-1	-	-	5.0E-1	4.6E-2	9.3E-3	8.9E-4
1	6.1E-1	3.5E-3	8.5E-2	4.9E-1	4.4E-2	1.0E-2	9.6E-4
1.125	5.8E-1	-	-	4.7E-1	4.2E-2	1.1E-2	1.0E-3
1.25	5.4E-1	-	-	4.4E-1	4.1E-2	1.2E-2	1.1E-3
1.375	5.0E-1	-	-	4.1E-1	4.0E-2	1.2E-2	1.1E-3
1.5	4.7E-1	-	-	3.8E-1	3.9E-2	1.3E-2	1.2E-3
1.625	4.3E-1	-	-	3.5E-1	3.8E-2	1.3E-2	1.2E-3
1.75	3.9E-1	-	-	3.2E-1	3.7E-2	1.4E-2	1.3E-3
1.875	3.6E-1	-	-	2.9E-1	3.7E-2	1.4E-2	1.3E-3
2	3.3E-1	1.8E-3	2.7E-1	2.6E-1	3.6E-2	1.5E-2	1.4E-3
2.25	2.7E-1	-	-	2.1E-1	3.5E-2	1.5E-2	1.4E-3
2.5	2.2E-1	-	-	1.6E-1	3.4E-2	1.6E-2	1.5E-3
2.75	1.8E-1	-	-	1.2E-1	3.3E-2	1.6E-2	1.5E-3
3	1.5E-1	8.8E-4	1.7E-1	9.1E-2	3.3E-2	1.7E-2	1.5E-3
3.25	1.3E-1	-	-	6.7E-2	3.2E-2	1.7E-2	1.6E-3
3.5	1.1E-1	-	-	4.9E-2	3.2E-2	1.7E-2	1.6E-3
3.75	9.4E-2	-	-	3.6E-2	3.1E-2	1.8E-2	1.6E-3
4	8.3E-2	4.2E-4	6.6E-2	2.6E-2	3.1E-2	1.8E-2	1.6E-3
4.25	7.6E-2	-	-	1.9E-2	3.1E-2	1.8E-2	1.6E-3
4.5	7.1E-2	-	-	1.3E-2	3.1E-2	1.8E-2	1.6E-3
4.75	6.7E-2	-	-	9.6E-3	3.0E-2	1.8E-2	1.6E-3
5	6.4E-2	2.2E-4	1.9E-2	6.9E-3	3.0E-2	1.8E-2	1.6E-3
5.5	6.0E-2	-	-	3.7E-3	3.0E-2	1.8E-2	1.7E-3
6	5.8E-2	1.2E-4	5.1E-3	2.2E-3	3.0E-2	1.9E-2	1.7E-3
6.5	5.7E-2	-	-	1.4E-3	2.9E-2	1.9E-2	1.7E-3
7	5.7E-2	8.1E-5	1.5E-3	1.0E-3	2.9E-2	1.9E-2	1.7E-3
7.5	5.6E-2	-	-	8.4E-4	2.9E-2	1.9E-2	1.7E-3
8	5.6E-2	6.1E-5	6.0E-4	7.3E-4	2.9E-2	1.9E-2	1.7E-3
8.5	5.6E-2	-	-	6.5E-4	2.9E-2	1.9E-2	1.7E-3
9	5.6E-2	5.2E-5	3.7E-4	6.0E-4	2.8E-2	1.9E-2	1.7E-3
9.5	5.5E-2	-	-	5.6E-4	2.8E-2	1.9E-2	1.7E-3
10	5.5E-2	4.7E-5	2.9E-4	5.2E-4	2.8E-2	1.9E-2	1.7E-3
11	5.5E-2	4.3E-5	2.4E-4	4.6E-4	2.8E-2	1.9E-2	1.7E-3
12	5.5E-2	4.1E-5	2.1E-4	4.2E-4	2.8E-2	1.9E-2	1.7E-3
13	5.4E-2	3.9E-5	1.8E-4	3.8E-4	2.7E-2	1.9E-2	1.7E-3
14	5.4E-2	3.7E-5	1.5E-4	3.5E-4	2.7E-2	1.9E-2	1.7E-3
15	5.4E-2	3.5E-5	1.4E-4	3.2E-4	2.7E-2	1.9E-2	1.7E-3
16	5.4E-2	3.4E-5	1.2E-4	3.0E-4	2.7E-2	1.9E-2	1.7E-3
17	5.3E-2	3.2E-5	1.1E-4	2.8E-4	2.7E-2	1.9E-2	1.7E-3
18	5.3E-2	3.1E-5	9.8E-5	2.7E-4	2.6E-2	1.9E-2	1.7E-3
19	5.3E-2	3.0E-5	8.9E-5	2.5E-4	2.6E-2	1.9E-2	1.7E-3
20	5.3E-2	2.9E-5	8.2E-5	2.4E-4	2.6E-2	1.9E-2	1.7E-3
21	5.3E-2	2.8E-5	7.7E-5	2.3E-4	2.6E-2	1.9E-2	1.7E-3
22	5.3E-2	2.7E-5	7.2E-5	2.3E-4	2.6E-2	1.9E-2	1.7E-3
23	5.2E-2	2.7E-5	6.8E-5	2.2E-4	2.6E-2	1.9E-2	1.7E-3
24	5.2E-2	2.6E-5	6.5E-5	2.2E-4	2.5E-2	1.9E-2	1.7E-3
25	5.2E-2	2.5E-5	6.2E-5	2.1E-4	2.5E-2	1.9E-2	1.7E-3
26	5.2E-2	2.5E-5	5.9E-5	2.1E-4	2.5E-2	1.9E-2	1.7E-3
27	5.2E-2	2.4E-5	5.8E-5	2.1E-4	2.5E-2	1.9E-2	1.7E-3
28	5.2E-2	2.3E-5	5.6E-5	2.0E-4	2.5E-2	1.9E-2	1.7E-3
29	5.2E-2	2.3E-5	5.5E-5	2.0E-4	2.5E-2	1.9E-2	1.7E-3
30	5.2E-2	2.2E-5	5.3E-5	2.0E-4	2.5E-2	1.9E-2	1.7E-3
31	5.1E-2	2.2E-5	5.2E-5	2.0E-4	2.5E-2	2.0E-2	1.7E-3
32	5.1E-2	2.2E-5	5.1E-5	1.9E-4	2.4E-2	2.0E-2	1.7E-3
33	5.1E-2	2.1E-5	5.1E-5	1.9E-4	2.4E-2	2.0E-2	1.7E-3
34	5.1E-2	2.1E-5	5.0E-5	1.9E-4	2.4E-2	2.0E-2	1.7E-3
35	5.1E-2	2.1E-5	4.9E-5	1.9E-4	2.4E-2	2.0E-2	1.7E-3
36	5.1E-2	2.0E-5	4.9E-5	1.9E-4	2.4E-2	2.0E-2	1.7E-3
37	5.1E-2	2.0E-5	4.8E-5	1.9E-4	2.4E-2	2.0E-2	1.7E-3
38	5.1E-2	2.0E-5	4.8E-5	1.9E-4	2.4E-2	2.0E-2	1.7E-3
39	5.0E-2	2.0E-5	4.7E-5	1.9E-4	2.4E-2	2.0E-2	1.7E-3
40	5.0E-2	1.9E-5	4.7E-5	1.8E-4	2.3E-2	2.0E-2	1.7E-3
41	5.0E-2	1.9E-5	4.7E-5	1.8E-4	2.3E-2	2.0E-2	1.7E-3
42	5.0E-2	1.9E-5	4.6E-5	1.8E-4	2.3E-2	2.0E-2	1.7E-3
43	5.0E-2	1.9E-5	4.6E-5	1.8E-4	2.3E-2	2.0E-2	1.6E-3
44	5.0E-2	1.8E-5	4.6E-5	1.8E-4	2.3E-2	2.0E-2	1.6E-3
45	5.0E-2	1.8E-5	4.5E-5	1.8E-4	2.3E-2	2.0E-2	1.6E-3
46	5.0E-2	1.8E-5	4.5E-5	1.8E-4	2.3E-2	2.0E-2	1.6E-3
47	5.0E-2	1.8E-5	4.5E-5	1.8E-4	2.3E-2	2.0E-2	1.6E-3
48	4.9E-2	1.8E-5	4.4E-5	1.8E-4	2.3E-2	2.0E-2	1.6E-3
49	4.9E-2	1.8E-5	4.4E-5	1.8E-4	2.2E-2	2.0E-2	1.6E-3
50	4.9E-2	1.7E-5	4.4E-5	1.8E-4	2.2E-2	2.0E-2	1.6E-3
51	4.9E-2	1.7E-5	4.4E-5	1.7E-4	2.2E-2	2.0E-2	1.6E-3
52	4.9E-2	1.7E-5	4.3E-5	1.7E-4	2.2E-2	2.0E-2	1.6E-3
53	4.9E-2	1.7E-5	4.3E-5	1.7E-4	2.2E-2	2.0E-2	1.6E-3
54	4.9E-2	1.7E-5	4.3E-5	1.7E-4	2.2E-2	2.0E-2	1.6E-3
55	4.9E-2	1.7E-5	4.3E-5	1.7E-4	2.2E-2	2.0E-2	1.6E-3
56	4.9E-2	1.7E-5	4.2E-5	1.7E-4	2.2E-2	2.0E-2	1.6E-3
57	4.8E-2	1.6E-5	4.2E-5	1.7E-4	2.2E-2	2.0E-2	1.6E-3
58	4.8E-2	1.6E-5	4.2E-5	1.7E-4	2.1E-2	2.0E-2	1.6E-3
59	4.8E-2	1.6E-5	4.2E-5	1.7E-4	2.1E-2	2.0E-2	1.6E-3
60	4.8E-2	1.6E-5	4.1E-5	1.7E-4	2.1E-2	2.0E-2	1.6E-3
61	4.8E-2	1.6E-5	4.1E-5	1.7E-4	2.1E-2	2.0E-2	1.6E-3
62	4.8E-2	1.6E-5	4.1E-5	1.7E-4	2.1E-2	2.0E-2	1.6E-3
63	4.8E-2	1.6E-5	4.1E-5	1.6E-4	2.1E-2	2.0E-2	1.6E-3
64	4.8E-2	1.6E-5	4.0E-5	1.6E-4	2.1E-2	2.0E-2	1.6E-3
65	4.8E-2	1.6E-5	4.0E-5	1.6E-4	2.1E-2	2.0E-2	1.6E-3
66	4.8E-2	1.5E-5	4.0E-5	1.6E-4	2.1E-2	2.0E-2	1.6E-3
67	4.7E-2	1.5E-5	4.0E-5	1.6E-4	2.1E-2	2.0E-2	1.6E-3
68	4.7E-2	1.5E-5	3.9E-5	1.6E-4	2.0E-2	2.0E-2	1.6E-3
69	4.7E-2	1.5E-5	3.9E-5	1.6E-4	2.0E-2	2.0E-2	1.6E-3
70	4.7E-2	1.5E-5	3.9E-5	1.6E-4	2.0E-2	2.0E-2	1.6E-3
71	4.7E-2	1.5E-5	3.9E-5	1.6E-4	2.0E-2	2.0E-2	1.6E-3
72	4.7E-2	1.5E-5	3.8E-5	1.6E-4	2.0E-2	2.0E-2	1.6E-3
73	4.7E-2	1.5E-5	3.8E-5	1.6E-4	2.0E-2	2.0E-2	1.6E-3
74	4.7E-2	1.5E-5	3.8E-5	1.6E-4	2.0E-2	2.0E-2	1.6E-3
75	4.7E-2	1.5E-5	3.8E-5	1.6E-4	2.0E-2	2.0E-2	1.6E-3
76	4.7E-2	1.4E-5	3.8E-5	1.5E-4	2.0E-2	2.0E-2	1.6E-3
77	4.6E-2	1.4E-5	3.7E-5	1.5E-4	2.0E-2	2.0E-2	1.6E-3
78	4.6E-2	1.4E-5	3.7E-5	1.5E-4	2.0E-2	2.0E-2	1.6E-3
79	4.6E-2	1.4E-5	3.7E-5	1.5E-4	1.9E-2	2.0E-2	1.6E-3
80	4.6E-2	1.4E-5	3.7E-5	1.5E-4	1.9E-2	2.1E-2	1.6E-3
81	4.6E-2	1.4E-5	3.7E-5	1.5E-4	1.9E-2	2.1E-2	1.6E-3
82	4.6E-2	1.4E-5	3.6E-5	1.5E-4	1.9E-2	2.1E-2	1.6E-3
83	4.6E-2	1.4E-5	3.6E-5	1.5E-4	1.9E-2	2.1E-2	1.6E-3
84	4.6E-2	1.4E-5	3.6E-5	1.5E-4	1.9E-2	2.1E-2	1.6E-3
85	4.6E-2	1.4E-5	3.6E-5	1.5E-4	1.9E-2	2.1E-2	1.6E-3
86	4.6E-2	1.4E-5	3.6E-5	1.5E-4	1.9E-2	2.1E-2	1.6E-3
87	4.5E-2	1.4E-5	3.5E-5	1.5E-4	1.9E-2	2.1E-2	1.6E-3
88	4.5E-2	1.4E-5	3.5E-5	1.5E-4	1.9E-2	2.1E-2	1.6E-3
89	4.5E-2	1.3E-5	3.5E-5	1.5E-4	1.9E-2	2.1E-2	1.6E-3
90	4.5E-2	1.3E-5	3.5E-5	1.4E-4	1.9E-2	2.1E-2	1.6E-3
91	4.5E-2	1.3E-5	3.5E-5	1.4E-4	1.8E-2	2.1E-2	1.6E-3
92	4.5E-2	1.3E-5	3.4E-5	1.4E-4	1.8E-2	2.1E-2	1.6E-3
93	4.5E-2	1.3E-5	3.4E-5	1.4E-4	1.8E-2	2.1E-2	1.6E-3
94	4.5E-2	1.3E-5	3.4E-5	1.4E-4	1.8E-2	2.1E-2	1.6E-3
95	4.5E-2	1.3E-5	3.4E-5	1.4E-4	1.8E-2	2.1E-2	1.6E-3
96	4.5E-2	1.3E-5	3.4E-5	1.4E-4	1.8E-2	2.1E-2	1.6E-3
97	4.5E-2	1.3E-5	3.3E-5	1.4E-4	1.8E-2	2.1E-2	1.6E-3
98	4.4E-2	1.3E-5	3.3E-5	1.4E-4	1.8E-2	2.1E-2	1.6E-3
99	4.4E-2	1.3E-5	3.3E-5	1.4E-4	1.8E-2	2.1E-2	1.6E-3
100	4.4E-2	1.3E-5	3.3E-5	1.4E-4	1.8E-2	2.1E-2	1.6E-3
110	4.3E-2	1.2E-5	3.1E-5	1.3E-4	1.7E-2	2.1E-2	1.6E-3
120	4.3E-2	1.1E-5	2.9E-5	1.3E-4	1.6E-2	2.1E-2	1.5E-3
130	4.2E-2	1.1E-5	2.8E-5	1.2E-4	1.5E-2	2.1E-2	1.5E-3
140	4.1E-2	1.0E-5	2.6E-5	1.1E-4	1.5E-2	2.1E-2	1.5E-3
150	4.0E-2	1.0E-5	2.5E-5	1.1E-4	1.4E-2	2.1E-2	1.5E-3
160	3.9E-2	9.6E-6	2.3E-5	1.0E-4	1.4E-2	2.1E-2	1.5E-3
170	3.9E-2	9.2E-6	2.2E-5	1.0E-4	1.3E-2	2.1E-2	1.4E-3
180	3.8E-2	8.9E-6	2.1E-5	9.6E-5	1.3E-2	2.1E-2	1.4E-3
190	3.7E-2	8.5E-6	2.0E-5	9.2E-5	1.2E-2	2.1E-2	1.4E-3
200	3.7E-2	8.2E-6	1.9E-5	8.8E-5	1.2E-2	2.1E-2	1.4E-3
210	3.6E-2	7.9E-6	1.8E-5	8.5E-5	1.1E-2	2.1E-2	1.3E-3
220	3.6E-2	7.6E-6	1.7E-5	8.1E-5	1.1E-2	2.1E-2	1.3E-3
230	3.5E-2	7.4E-6	1.6E-5	7.8E-5	1.0E-2	2.1E-2	1.3E-3
240	3.4E-2	7.1E-6	1.5E-5	7.5E-5	9.8E-3	2.1E-2	1.3E-3
250	3.4E-2	6.9E-6	1.4E-5	7.2E-5	9.4E-3	2.1E-2	1.3E-3
260	3.3E-2	6.6E-6	1.4E-5	6.9E-5	9.1E-3	2.1E-2	1.2E-3
270	3.3E-2	6.4E-6	1.3E-5	6.7E-5	8.7E-3	2.0E-2	1.2E-3
280	3.2E-2	6.2E-6	1.2E-5	6.4E-5	8.4E-3	2.0E-2	1.2E-3
290	3.2E-2	6.0E-6	1.2E-5	6.2E-5	8.1E-3	2.0E-2	1.2E-3
300	3.1E-2	5.8E-6	1.1E-5	6.0E-5	7.8E-3	2.0E-2	1.2E-3
310	3.1E-2	5.6E-6	1.0E-5	5.7E-5	7.5E-3	2.0E-2	1.1E-3
320	3.0E-2	5.5E-6	9.8E-6	5.5E-5	7.2E-3	2.0E-2	1.1E-3
330	3.0E-2	5.3E-6	9.3E-6	5.3E-5	6.9E-3	2.0E-2	1.1E-3
340	2.9E-2	5.1E-6	8.8E-6	5.2E-5	6.7E-3	2.0E-2	1.1E-3
350	2.9E-2	5.0E-6	8.3E-6	5.0E-5	6.4E-3	2.0E-2	1.1E-3
360	2.9E-2	4.9E-6	7.9E-6	4.8E-5	6.2E-3	2.0E-2	1.0E-3
365	2.8E-2	4.8E-6	7.7E-6	4.7E-5	6.1E-3	1.9E-2	1.0E-3
370	2.8E-2	4.7E-6	7.5E-6	4.7E-5	6.0E-3	1.9E-2	1.0E-3
380	2.8E-2	4.6E-6	7.1E-6	4.5E-5	5.7E-3	1.9E-2	1.0E-3
390	2.7E-2	4.5E-6	6.7E-6	4.4E-5	5.5E-3	1.9E-2	9.9E-4
400	2.7E-2	4.3E-6	6.4E-6	4.2E-5	5.3E-3	1.9E-2	9.7E-4
410	2.7E-2	4.2E-6	6.0E-6	4.1E-5	5.1E-3	1.9E-2	9.5E-4
420	2.6E-2	4.1E-6	5.7E-6	4.0E-5	5.0E-3	1.9E-2	9.3E-4
430	2.6E-2	4.0E-6	5.4E-6	3.9E-5	4.8E-3	1.9E-2	9.1E-4
440	2.6E-2	3.9E-6	5.2E-6	3.8E-5	4.6E-3	1.9E-2	9.0E-4
450	2.5E-2	3.8E-6	4.9E-6	3.6E-5	4.5E-3	1.8E-2	8.8E-4
460	2.5E-2	3.7E-6	4.6E-6	3.5E-5	4.3E-3	1.8E-2	8.6E-4
470	2.5E-2	3.6E-6	4.4E-6	3.5E-5	4.2E-3	1.8E-2	8.5E-4
480	2.4E-2	3.5E-6	4.2E-6	3.4E-5	4.0E-3	1.8E-2	8.3E-4
490	2.4E-2	3.4E-6	3.9E-6	3.3E-5	3.9E-3	1.8E-2	8.2E-4
500	2.4E-2	3.3E-6	3.7E-6	3.2E-5	3.8E-3	1.8E-2	8.0E-4
510	2.3E-2	3.3E-6	3.6E-6	3.1E-5	3.6E-3	1.8E-2	7.8E-4
520	2.3E-2	3.2E-6	3.4E-6	3.0E-5	3.5E-3	1.7E-2	7.7E-4
530	2.3E-2	3.1E-6	3.2E-6	3.0E-5	3.4E-3	1.7E-2	7.5E-4
540	2.3E-2	3.0E-6	3.0E-6	2.9E-5	3.3E-3	1.7E-2	7.4E-4
550	2.2E-2	3.0E-6	2.9E-6	2.8E-5	3.2E-3	1.7E-2	7.3E-4
560	2.2E-2	2.9E-6	2.7E-6	2.7E-5	3.1E-3	1.7E-2	7.1E-4
570	2.2E-2	2.8E-6	2.6E-6	2.7E-5	3.0E-3	1.7E-2	7.0E-4
580	2.1E-2	2.8E-6	2.5E-6	2.6E-5	2.9E-3	1.7E-2	6.8E-4
590	2.1E-2	2.7E-6	2.3E-6	2.6E-5	2.8E-3	1.7E-2	6.7E-4
600	2.1E-2	2.6E-6	2.2E-6	2.5E-5	2.7E-3	1.6E-2	6.6E-4
610	2.1E-2	2.6E-6	2.1E-6	2.5E-5	2.6E-3	1.6E-2	6.4E-4
620	2.0E-2	2.5E-6	2.0E-6	2.4E-5	2.5E-3	1.6E-2	6.3E-4
630	2.0E-2	2.5E-6	1.9E-6	2.4E-5	2.4E-3	1.6E-2	6.2E-4
640	2.0E-2	2.4E-6	1.8E-6	2.3E-5	2.4E-3	1.6E-2	6.1E-4
650	2.0E-2	2.4E-6	1.7E-6	2.3E-5	2.3E-3	1.6E-2	6.0E-4
660	1.9E-2	2.3E-6	1.6E-6	2.2E-5	2.2E-3	1.6E-2	5.8E-4
670	1.9E-2	2.3E-6	1.5E-6	2.2E-5	2.2E-3	1.5E-2	5.7E-4
680	1.9E-2	2.2E-6	1.5E-6	2.1E-5	2.1E-3	1.5E-2	5.6E-4
690	1.9E-2	2.2E-6	1.4E-6	2.1E-5	2.0E-3	1.5E-2	5.5E-4
700	1.9E-2	2.1E-6	1.3E-6	2.1E-5	2.0E-3	1.5E-2	5.4E-4
710	1.8E-2	2.1E-6	1.3E-6	2.0E-5	1.9E-3	1.5E-2	5.3E-4
720	1.8E-2	2.1E-6	1.2E-6	2.0E-5	1.8E-3	1.5E-2	5.2E-4
730	1.8E-2	2.0E-6	1.1E-6	2.0E-5	1.8E-3	1.5E-2	5.1E-4
740	1.8E-2	2.0E-6	1.1E-6	1.9E-5	1.7E-3	1.5E-2	5.0E-4
750	1.7E-2	1.9E-6	1.0E-6	1.9E-5	1.7E-3	1.4E-2	4.9E-4
760	1.7E-2	1.9E-6	9.8E-7	1.9E-5	1.6E-3	1.4E-2	4.8E-4
770	1.7E-2	1.9E-6	9.3E-7	1.8E-5	1.6E-3	1.4E-2	4.7E-4
780	1.7E-2	1.8E-6	8.8E-7	1.8E-5	1.5E-3	1.4E-2	4.6E-4
790	1.7E-2	1.8E-6	8.4E-7	1.8E-5	1.5E-3	1.4E-2	4.5E-4
800	1.7E-2	1.8E-6	8.0E-7	1.7E-5	1.5E-3	1.4E-2	4.4E-4
810	1.6E-2	1.7E-6	7.6E-7	1.7E-5	1.4E-3	1.4E-2	4.3E-4
820	1.6E-2	1.7E-6	7.2E-7	1.7E-5	1.4E-3	1.4E-2	4.2E-4
830	1.6E-2	1.7E-6	6.9E-7	1.7E-5	1.3E-3	1.3E-2	4.2E-4
840	1.6E-2	1.6E-6	6.6E-7	1.6E-5	1.3E-3	1.3E-2	4.1E-4
850	1.6E-2	1.6E-6	6.3E-7	1.6E-5	1.3E-3	1.3E-2	4.0E-4
860	1.5E-2	1.6E-6	6.0E-7	1.6E-5	1.2E-3	1.3E-2	3.9E-4
870	1.5E-2	1.5E-6	5.7E-7	1.6E-5	1.2E-3	1.3E-2	3.8E-4
880	1.5E-2	1.5E-6	5.4E-7	1.5E-5	1.2E-3	1.3E-2	3.8E-4
890	1.5E-2	1.5E-6	5.2E-7	1.5E-5	1.1E-3	1.3E-2	3.7E-4
900	1.5E-2	1.5E-6	4.9E-7	1.5E-5	1.1E-3	1.3E-2	3.6E-4
910	1.5E-2	1.4E-6	4.7E-7	1.5E-5	1.1E-3	1.2E-2	3.6E-4
920	1.4E-2	1.4E-6	4.5E-7	1.5E-5	1.0E-3	1.2E-2	3.5E-4
930	1.4E-2	1.4E-6	4.3E-7	1.4E-5	1.0E-3	1.2E-2	3.4E-4
940	1.4E-2	1.4E-6	4.1E-7	1.4E-5	9.7E-4	1.2E-2	3.3E-4
950	1.4E-2	1.3E-6	3.9E-7	1.4E-5	9.5E-4	1.2E-2	3.3E-4
960	1.4E-2	1.3E-6	3.7E-7	1.4E-5	9.2E-4	1.2E-2	3.2E-4
970	1.4E-2	1.3E-6	3.6E-7	1.4E-5	8.9E-4	1.2E-2	3.2E-4
980	1.3E-2	1.3E-6	3.4E-7	1.4E-5	8.7E-4	1.2E-2	3.1E-4
990	1.3E-2	1.3E-6	3.3E-7	1.3E-5	8.5E-4	1.2E-2	3.0E-4
1000	1.3E-2	1.2E-6	3.1E-7	1.3E-5	8.2E-4	1.1E-2	3.0E-4
1010	1.3E-2	1.2E-6	3.0E-7	1.3E-5	8.0E-4	1.1E-2	2.9E-4
1020	1.3E-2	1.2E-6	2.9E-7	1.3E-5	7.8E-4	1.1E-2	2.9E-4
1030	1.3E-2	1.2E-6	2.7E-7	1.3E-5	7.6E-4	1.1E-2	2.8E-4
1040	1.3E-2	1.2E-6	2.6E-7	1.3E-5	7.4E-4	1.1E-2	2.8E-4
1050	1.2E-2	1.1E-6	2.5E-7	1.2E-5	7.2E-4	1.1E-2	2.7E-4
1060	1.2E-2	1.1E-6	2.4E-7	1.2E-5	7.0E-4	1.1E-2	2.7E-4
