Radionuclide	Tm-168
Route of Intake	Inhalation
Material	Aerosols Type M, Oxide, fA=1E-4
AMTD/AMAD, µm	0.01

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*	Skeleton*	Liver*
0.041667	8.7E-1	-	-	7.7E-2	6.8E-1	1.2E-3	3.9E-4
0.083333	8.7E-1	-	-	9.3E-2	6.6E-1	3.1E-3	6.1E-4
0.125	8.7E-1	-	-	1.1E-1	6.5E-1	5.0E-3	7.9E-4
0.25	8.6E-1	-	-	1.3E-1	6.3E-1	1.1E-2	1.3E-3
0.375	8.5E-1	-	-	1.5E-1	6.1E-1	1.6E-2	1.7E-3
0.5	8.4E-1	-	-	1.6E-1	6.0E-1	2.0E-2	2.1E-3
0.625	8.3E-1	-	-	1.7E-1	5.8E-1	2.5E-2	2.5E-3
0.75	8.2E-1	-	-	1.7E-1	5.7E-1	2.9E-2	2.8E-3
0.875	8.1E-1	-	-	1.7E-1	5.6E-1	3.2E-2	3.1E-3
1	8.0E-1	1.2E-2	2.7E-2	1.7E-1	5.5E-1	3.6E-2	3.4E-3
1.125	7.9E-1	-	-	1.7E-1	5.4E-1	3.9E-2	3.7E-3
1.25	7.7E-1	-	-	1.6E-1	5.3E-1	4.2E-2	3.9E-3
1.375	7.6E-1	-	-	1.5E-1	5.2E-1	4.4E-2	4.1E-3
1.5	7.5E-1	-	-	1.5E-1	5.2E-1	4.6E-2	4.3E-3
1.625	7.3E-1	-	-	1.4E-1	5.1E-1	4.9E-2	4.5E-3
1.75	7.2E-1	-	-	1.3E-1	5.0E-1	5.0E-2	4.7E-3
1.875	7.1E-1	-	-	1.2E-1	5.0E-1	5.2E-2	4.8E-3
2	6.9E-1	7.2E-3	9.1E-2	1.1E-1	4.9E-1	5.4E-2	5.0E-3
2.25	6.7E-1	-	-	9.6E-2	4.8E-1	5.7E-2	5.2E-3
2.5	6.5E-1	-	-	8.2E-2	4.7E-1	5.9E-2	5.4E-3
2.75	6.3E-1	-	-	7.0E-2	4.6E-1	6.1E-2	5.5E-3
3	6.1E-1	3.7E-3	7.1E-2	6.1E-2	4.6E-1	6.3E-2	5.7E-3
3.25	6.0E-1	-	-	5.3E-2	4.5E-1	6.4E-2	5.8E-3
3.5	5.9E-1	-	-	4.6E-2	4.4E-1	6.5E-2	5.9E-3
3.75	5.8E-1	-	-	4.1E-2	4.4E-1	6.6E-2	6.0E-3
4	5.7E-1	1.9E-3	3.9E-2	3.7E-2	4.3E-1	6.7E-2	6.0E-3
4.25	5.6E-1	-	-	3.3E-2	4.3E-1	6.7E-2	6.1E-3
4.5	5.5E-1	-	-	3.1E-2	4.2E-1	6.8E-2	6.1E-3
4.75	5.5E-1	-	-	2.8E-2	4.2E-1	6.9E-2	6.2E-3
5	5.4E-1	1.2E-3	2.3E-2	2.6E-2	4.1E-1	6.9E-2	6.2E-3
5.5	5.3E-1	-	-	2.3E-2	4.1E-1	7.0E-2	6.3E-3
6	5.2E-1	8.0E-4	1.6E-2	2.0E-2	4.0E-1	7.0E-2	6.3E-3
6.5	5.1E-1	-	-	1.8E-2	3.9E-1	7.1E-2	6.3E-3
7	5.0E-1	6.3E-4	1.2E-2	1.7E-2	3.9E-1	7.1E-2	6.4E-3
7.5	5.0E-1	-	-	1.5E-2	3.8E-1	7.2E-2	6.4E-3
8	4.9E-1	5.5E-4	9.6E-3	1.4E-2	3.7E-1	7.2E-2	6.4E-3
8.5	4.8E-1	-	-	1.2E-2	3.7E-1	7.2E-2	6.4E-3
9	4.8E-1	5.1E-4	7.9E-3	1.1E-2	3.6E-1	7.2E-2	6.5E-3
9.5	4.7E-1	-	-	1.0E-2	3.6E-1	7.3E-2	6.5E-3
10	4.7E-1	4.8E-4	6.5E-3	9.5E-3	3.5E-1	7.3E-2	6.5E-3
11	4.6E-1	4.6E-4	5.4E-3	8.0E-3	3.5E-1	7.3E-2	6.5E-3
12	4.5E-1	4.5E-4	4.5E-3	6.7E-3	3.4E-1	7.4E-2	6.5E-3
13	4.4E-1	4.3E-4	3.7E-3	5.7E-3	3.3E-1	7.4E-2	6.6E-3
14	4.3E-1	4.2E-4	3.1E-3	4.9E-3	3.3E-1	7.5E-2	6.6E-3
15	4.3E-1	4.1E-4	2.6E-3	4.3E-3	3.2E-1	7.5E-2	6.6E-3
16	4.2E-1	4.0E-4	2.3E-3	3.7E-3	3.1E-1	7.6E-2	6.6E-3
17	4.2E-1	3.9E-4	1.9E-3	3.3E-3	3.1E-1	7.6E-2	6.7E-3
18	4.1E-1	3.8E-4	1.7E-3	3.0E-3	3.0E-1	7.6E-2	6.7E-3
19	4.1E-1	3.8E-4	1.5E-3	2.7E-3	3.0E-1	7.7E-2	6.7E-3
20	4.0E-1	3.7E-4	1.3E-3	2.4E-3	2.9E-1	7.7E-2	6.7E-3
21	4.0E-1	3.6E-4	1.1E-3	2.2E-3	2.9E-1	7.7E-2	6.7E-3
22	3.9E-1	3.5E-4	1.0E-3	2.1E-3	2.8E-1	7.7E-2	6.7E-3
23	3.9E-1	3.5E-4	9.4E-4	1.9E-3	2.8E-1	7.8E-2	6.8E-3
24	3.9E-1	3.4E-4	8.6E-4	1.8E-3	2.8E-1	7.8E-2	6.8E-3
25	3.8E-1	3.4E-4	7.9E-4	1.7E-3	2.7E-1	7.8E-2	6.8E-3
26	3.8E-1	3.3E-4	7.4E-4	1.7E-3	2.7E-1	7.8E-2	6.8E-3
27	3.7E-1	3.3E-4	6.9E-4	1.6E-3	2.6E-1	7.9E-2	6.8E-3
28	3.7E-1	3.2E-4	6.6E-4	1.5E-3	2.6E-1	7.9E-2	6.8E-3
29	3.7E-1	3.1E-4	6.2E-4	1.5E-3	2.6E-1	7.9E-2	6.8E-3
30	3.6E-1	3.1E-4	6.0E-4	1.4E-3	2.5E-1	7.9E-2	6.8E-3
31	3.6E-1	3.1E-4	5.7E-4	1.4E-3	2.5E-1	7.9E-2	6.8E-3
32	3.6E-1	3.0E-4	5.5E-4	1.4E-3	2.5E-1	8.0E-2	6.8E-3
33	3.5E-1	3.0E-4	5.4E-4	1.3E-3	2.4E-1	8.0E-2	6.8E-3
34	3.5E-1	2.9E-4	5.2E-4	1.3E-3	2.4E-1	8.0E-2	6.8E-3
35	3.5E-1	2.9E-4	5.1E-4	1.3E-3	2.4E-1	8.0E-2	6.8E-3
36	3.4E-1	2.8E-4	4.9E-4	1.3E-3	2.3E-1	8.0E-2	6.8E-3
37	3.4E-1	2.8E-4	4.8E-4	1.3E-3	2.3E-1	8.0E-2	6.8E-3
38	3.4E-1	2.8E-4	4.7E-4	1.2E-3	2.3E-1	8.0E-2	6.8E-3
39	3.3E-1	2.7E-4	4.6E-4	1.2E-3	2.2E-1	8.0E-2	6.8E-3
40	3.3E-1	2.7E-4	4.5E-4	1.2E-3	2.2E-1	8.0E-2	6.8E-3
41	3.3E-1	2.6E-4	4.4E-4	1.2E-3	2.2E-1	8.1E-2	6.8E-3
42	3.2E-1	2.6E-4	4.3E-4	1.2E-3	2.1E-1	8.1E-2	6.8E-3
43	3.2E-1	2.6E-4	4.3E-4	1.2E-3	2.1E-1	8.1E-2	6.8E-3
44	3.2E-1	2.5E-4	4.2E-4	1.2E-3	2.1E-1	8.1E-2	6.8E-3
45	3.1E-1	2.5E-4	4.1E-4	1.1E-3	2.0E-1	8.1E-2	6.8E-3
46	3.1E-1	2.5E-4	4.1E-4	1.1E-3	2.0E-1	8.1E-2	6.8E-3
47	3.1E-1	2.4E-4	4.0E-4	1.1E-3	2.0E-1	8.1E-2	6.8E-3
48	3.0E-1	2.4E-4	3.9E-4	1.1E-3	2.0E-1	8.1E-2	6.7E-3
49	3.0E-1	2.4E-4	3.9E-4	1.1E-3	1.9E-1	8.1E-2	6.7E-3
50	3.0E-1	2.3E-4	3.8E-4	1.1E-3	1.9E-1	8.1E-2	6.7E-3
51	3.0E-1	2.3E-4	3.7E-4	1.1E-3	1.9E-1	8.1E-2	6.7E-3
52	2.9E-1	2.3E-4	3.7E-4	1.0E-3	1.8E-1	8.1E-2	6.7E-3
53	2.9E-1	2.3E-4	3.6E-4	1.0E-3	1.8E-1	8.1E-2	6.7E-3
54	2.9E-1	2.2E-4	3.6E-4	1.0E-3	1.8E-1	8.1E-2	6.7E-3
55	2.9E-1	2.2E-4	3.5E-4	1.0E-3	1.8E-1	8.1E-2	6.7E-3
56	2.8E-1	2.2E-4	3.5E-4	1.0E-3	1.7E-1	8.1E-2	6.7E-3
57	2.8E-1	2.1E-4	3.4E-4	9.9E-4	1.7E-1	8.0E-2	6.6E-3
58	2.8E-1	2.1E-4	3.4E-4	9.8E-4	1.7E-1	8.0E-2	6.6E-3
59	2.7E-1	2.1E-4	3.3E-4	9.7E-4	1.7E-1	8.0E-2	6.6E-3
60	2.7E-1	2.1E-4	3.3E-4	9.6E-4	1.6E-1	8.0E-2	6.6E-3
61	2.7E-1	2.0E-4	3.2E-4	9.5E-4	1.6E-1	8.0E-2	6.6E-3
62	2.7E-1	2.0E-4	3.2E-4	9.4E-4	1.6E-1	8.0E-2	6.6E-3
63	2.6E-1	2.0E-4	3.1E-4	9.3E-4	1.6E-1	8.0E-2	6.5E-3
64	2.6E-1	2.0E-4	3.1E-4	9.2E-4	1.6E-1	8.0E-2	6.5E-3
65	2.6E-1	1.9E-4	3.0E-4	9.1E-4	1.5E-1	8.0E-2	6.5E-3
66	2.6E-1	1.9E-4	3.0E-4	9.0E-4	1.5E-1	8.0E-2	6.5E-3
67	2.5E-1	1.9E-4	2.9E-4	8.9E-4	1.5E-1	8.0E-2	6.5E-3
68	2.5E-1	1.9E-4	2.9E-4	8.8E-4	1.5E-1	7.9E-2	6.5E-3
69	2.5E-1	1.8E-4	2.8E-4	8.7E-4	1.4E-1	7.9E-2	6.4E-3
70	2.5E-1	1.8E-4	2.8E-4	8.6E-4	1.4E-1	7.9E-2	6.4E-3
71	2.5E-1	1.8E-4	2.7E-4	8.5E-4	1.4E-1	7.9E-2	6.4E-3
72	2.4E-1	1.8E-4	2.7E-4	8.4E-4	1.4E-1	7.9E-2	6.4E-3
73	2.4E-1	1.7E-4	2.7E-4	8.3E-4	1.4E-1	7.9E-2	6.4E-3
74	2.4E-1	1.7E-4	2.6E-4	8.3E-4	1.3E-1	7.9E-2	6.3E-3
75	2.4E-1	1.7E-4	2.6E-4	8.2E-4	1.3E-1	7.8E-2	6.3E-3
76	2.3E-1	1.7E-4	2.5E-4	8.1E-4	1.3E-1	7.8E-2	6.3E-3
77	2.3E-1	1.7E-4	2.5E-4	8.0E-4	1.3E-1	7.8E-2	6.3E-3
78	2.3E-1	1.6E-4	2.5E-4	7.9E-4	1.3E-1	7.8E-2	6.3E-3
79	2.3E-1	1.6E-4	2.4E-4	7.8E-4	1.3E-1	7.8E-2	6.2E-3
80	2.3E-1	1.6E-4	2.4E-4	7.7E-4	1.2E-1	7.8E-2	6.2E-3
81	2.2E-1	1.6E-4	2.4E-4	7.6E-4	1.2E-1	7.7E-2	6.2E-3
82	2.2E-1	1.6E-4	2.3E-4	7.6E-4	1.2E-1	7.7E-2	6.2E-3
83	2.2E-1	1.5E-4	2.3E-4	7.5E-4	1.2E-1	7.7E-2	6.1E-3
84	2.2E-1	1.5E-4	2.2E-4	7.4E-4	1.2E-1	7.7E-2	6.1E-3
85	2.2E-1	1.5E-4	2.2E-4	7.3E-4	1.2E-1	7.7E-2	6.1E-3
86	2.1E-1	1.5E-4	2.2E-4	7.2E-4	1.1E-1	7.6E-2	6.1E-3
87	2.1E-1	1.5E-4	2.1E-4	7.2E-4	1.1E-1	7.6E-2	6.1E-3
