Radionuclide	Br-77
Route of Intake	Inhalation
Material	Aerosols Type F, fA=0.99
AMTD/AMAD, µm	10

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*
0.041667	7.5E-1	-	-	1.2E-1	1.5E-2
0.083333	7.3E-1	-	-	7.1E-2	7.9E-3
0.125	7.1E-1	-	-	4.8E-2	6.3E-3
0.25	6.6E-1	-	-	2.9E-2	6.2E-3
0.375	6.2E-1	-	-	2.4E-2	6.6E-3
0.5	5.8E-1	-	-	2.2E-2	6.9E-3
0.625	5.5E-1	-	-	1.9E-2	6.9E-3
0.75	5.2E-1	-	-	1.7E-2	6.9E-3
0.875	4.9E-1	-	-	1.6E-2	6.8E-3
1	4.7E-1	1.9E-2	7.0E-4	1.4E-2	6.7E-3
1.125	4.5E-1	-	-	1.3E-2	6.5E-3
1.25	4.3E-1	-	-	1.2E-2	6.3E-3
1.375	4.1E-1	-	-	1.1E-2	6.1E-3
1.5	3.9E-1	-	-	1.1E-2	5.9E-3
1.625	3.7E-1	-	-	9.9E-3	5.7E-3
1.75	3.5E-1	-	-	9.2E-3	5.5E-3
1.875	3.4E-1	-	-	8.7E-3	5.2E-3
2	3.2E-1	1.8E-2	1.2E-3	8.1E-3	5.0E-3
2.25	3.0E-1	-	-	7.2E-3	4.6E-3
2.5	2.7E-1	-	-	6.4E-3	4.2E-3
2.75	2.5E-1	-	-	5.8E-3	3.9E-3
3	2.3E-1	1.3E-2	5.9E-4	5.2E-3	3.6E-3
3.25	2.1E-1	-	-	4.7E-3	3.3E-3
3.5	1.9E-1	-	-	4.3E-3	3.0E-3
3.75	1.7E-1	-	-	3.9E-3	2.8E-3
4	1.6E-1	9.5E-3	2.2E-4	3.6E-3	2.5E-3
4.25	1.5E-1	-	-	3.3E-3	2.3E-3
4.5	1.3E-1	-	-	3.0E-3	2.1E-3
4.75	1.2E-1	-	-	2.7E-3	1.9E-3
5	1.1E-1	6.7E-3	9.7E-5	2.5E-3	1.8E-3
5.5	9.4E-2	-	-	2.1E-3	1.5E-3
6	7.9E-2	4.7E-3	5.5E-5	1.7E-3	1.3E-3
6.5	6.6E-2	-	-	1.5E-3	1.1E-3
7	5.6E-2	3.3E-3	3.7E-5	1.2E-3	8.8E-4
7.5	4.7E-2	-	-	1.0E-3	7.4E-4
8	3.9E-2	2.3E-3	2.5E-5	8.7E-4	6.2E-4
8.5	3.3E-2	-	-	7.3E-4	5.2E-4
9	2.8E-2	1.6E-3	1.8E-5	6.1E-4	4.4E-4
9.5	2.3E-2	-	-	5.1E-4	3.7E-4
10	2.0E-2	1.2E-3	1.3E-5	4.3E-4	3.1E-4
11	1.4E-2	8.2E-4	8.9E-6	3.0E-4	2.2E-4
12	9.7E-3	5.8E-4	6.3E-6	2.1E-4	1.5E-4
13	6.8E-3	4.1E-4	4.4E-6	1.5E-4	1.1E-4
14	4.8E-3	2.9E-4	3.1E-6	1.1E-4	7.6E-5
15	3.4E-3	2.0E-4	2.2E-6	7.5E-5	5.4E-5
16	2.4E-3	1.4E-4	1.5E-6	5.3E-5	3.8E-5
17	1.7E-3	1.0E-4	1.1E-6	3.7E-5	2.7E-5
18	1.2E-3	7.0E-5	7.7E-7	2.6E-5	1.9E-5
19	8.4E-4	5.0E-5	5.4E-7	1.8E-5	1.3E-5
20	5.9E-4	3.5E-5	3.8E-7	1.3E-5	9.3E-6
21	4.2E-4	2.5E-5	2.7E-7	9.2E-6	6.6E-6
22	2.9E-4	1.7E-5	1.9E-7	6.5E-6	4.6E-6
23	2.1E-4	1.2E-5	1.3E-7	4.6E-6	3.3E-6
24	1.5E-4	8.6E-6	9.4E-8	3.2E-6	2.3E-6
25	1.0E-4	6.1E-6	6.6E-8	2.3E-6	1.6E-6
26	7.2E-5	4.3E-6	4.7E-8	1.6E-6	1.1E-6
27	5.1E-5	3.0E-6	3.3E-8	1.1E-6	8.1E-7
28	3.6E-5	2.1E-6	2.3E-8	7.9E-7	5.7E-7
29	2.5E-5	1.5E-6	1.6E-8	5.6E-7	4.0E-7
30	1.8E-5	1.1E-6	1.2E-8	3.9E-7	2.8E-7
31	1.3E-5	7.5E-7	8.1E-9	2.8E-7	2.0E-7
32	8.8E-6	5.3E-7	5.7E-9	2.0E-7	1.4E-7
33	6.2E-6	3.7E-7	4.0E-9	1.4E-7	9.9E-8
34	4.4E-6	2.6E-7	2.8E-9	9.7E-8	7.0E-8
35	3.1E-6	1.8E-7	2.0E-9	6.8E-8	4.9E-8
36	2.2E-6	1.3E-7	1.4E-9	4.8E-8	3.5E-8
37	1.5E-6	9.1E-8	9.9E-10	3.4E-8	2.4E-8
38	1.1E-6	6.4E-8	7.0E-10	2.4E-8	1.7E-8
39	7.6E-7	4.5E-8	4.9E-10	1.7E-8	1.2E-8
40	5.4E-7	3.2E-8	3.5E-10	1.2E-8	8.5E-9
41	3.8E-7	2.3E-8	2.4E-10	8.4E-9	6.0E-9
42	2.7E-7	1.6E-8	1.7E-10	5.9E-9	4.2E-9
43	1.9E-7	1.1E-8	1.2E-10	4.2E-9	3.0E-9
44	1.3E-7	7.9E-9	-	2.9E-9	2.1E-9
45	9.4E-8	5.6E-9	-	2.1E-9	1.5E-9
46	6.6E-8	3.9E-9	-	1.5E-9	1.0E-9
47	4.6E-8	2.8E-9	-	1.0E-9	7.4E-10
48	3.3E-8	1.9E-9	-	7.2E-10	5.2E-10
49	2.3E-8	1.4E-9	-	5.1E-10	3.7E-10
50	1.6E-8	9.7E-10	-	3.6E-10	2.6E-10
51	1.1E-8	6.8E-10	-	2.5E-10	1.8E-10
52	8.1E-9	4.8E-10	-	1.8E-10	1.3E-10
53	5.7E-9	3.4E-10	-	1.3E-10	-
54	4.0E-9	2.4E-10	-	-	-
55	2.8E-9	1.7E-10	-	-	-
56	2.0E-9	1.2E-10	-	-	-
57	1.4E-9	-	-	-	-
58	9.9E-10	-	-	-	-
59	7.0E-10	-	-	-	-
60	4.9E-10	-	-	-	-
61	3.5E-10	-	-	-	-
62	2.4E-10	-	-	-	-
63	1.7E-10	-	-	-	-
64	1.2E-10	-	-	-	-
