Radionuclide	Tc-95m
Route of Intake	Inhalation
Material	Aerosols Type S, fA=9E-3
AMTD/AMAD, µm	0.01

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*	Thyroid*	Skeleton*	Liver*
0.041667	8.7E-1	-	-	7.7E-2	6.8E-1	2.0E-5	3.0E-5	6.8E-5
0.083333	8.7E-1	-	-	9.3E-2	6.7E-1	3.5E-5	5.4E-5	1.4E-4
0.125	8.7E-1	-	-	1.1E-1	6.6E-1	4.5E-5	7.9E-5	2.2E-4
0.25	8.6E-1	-	-	1.3E-1	6.5E-1	6.5E-5	1.5E-4	4.1E-4
0.375	8.5E-1	-	-	1.5E-1	6.4E-1	7.3E-5	2.2E-4	5.0E-4
0.5	8.5E-1	-	-	1.6E-1	6.4E-1	7.4E-5	2.8E-4	5.2E-4
0.625	8.4E-1	-	-	1.7E-1	6.3E-1	7.2E-5	3.2E-4	4.9E-4
0.75	8.3E-1	-	-	1.7E-1	6.3E-1	6.8E-5	3.5E-4	4.5E-4
0.875	8.2E-1	-	-	1.7E-1	6.2E-1	6.4E-5	3.8E-4	4.0E-4
1	8.1E-1	1.4E-3	2.7E-2	1.7E-1	6.2E-1	5.9E-5	3.9E-4	3.5E-4
1.125	8.0E-1	-	-	1.7E-1	6.1E-1	5.5E-5	4.0E-4	3.1E-4
1.25	7.8E-1	-	-	1.6E-1	6.1E-1	5.0E-5	4.1E-4	2.7E-4
1.375	7.7E-1	-	-	1.6E-1	6.0E-1	4.6E-5	4.1E-4	2.4E-4
1.5	7.6E-1	-	-	1.5E-1	6.0E-1	4.3E-5	4.1E-4	2.1E-4
1.625	7.4E-1	-	-	1.4E-1	5.9E-1	4.0E-5	4.0E-4	1.9E-4
1.75	7.3E-1	-	-	1.3E-1	5.9E-1	3.7E-5	4.0E-4	1.7E-4
1.875	7.2E-1	-	-	1.3E-1	5.9E-1	3.4E-5	3.9E-4	1.6E-4
2	7.0E-1	7.2E-4	9.1E-2	1.2E-1	5.8E-1	3.2E-5	3.8E-4	1.5E-4
2.25	6.8E-1	-	-	1.0E-1	5.7E-1	2.8E-5	3.6E-4	1.3E-4
2.5	6.6E-1	-	-	8.8E-2	5.7E-1	2.5E-5	3.4E-4	1.2E-4
2.75	6.4E-1	-	-	7.7E-2	5.6E-1	2.3E-5	3.3E-4	1.2E-4
3	6.2E-1	3.2E-4	7.3E-2	6.7E-2	5.5E-1	2.0E-5	3.1E-4	1.1E-4
3.25	6.1E-1	-	-	5.9E-2	5.5E-1	1.9E-5	2.9E-4	1.1E-4
3.5	5.9E-1	-	-	5.3E-2	5.4E-1	1.7E-5	2.8E-4	1.0E-4
3.75	5.8E-1	-	-	4.7E-2	5.3E-1	1.6E-5	2.6E-4	1.0E-4
4	5.7E-1	2.3E-4	4.2E-2	4.3E-2	5.3E-1	1.4E-5	2.5E-4	9.9E-5
4.25	5.6E-1	-	-	3.9E-2	5.2E-1	1.3E-5	2.4E-4	9.6E-5
4.5	5.5E-1	-	-	3.6E-2	5.2E-1	1.3E-5	2.2E-4	9.4E-5
4.75	5.5E-1	-	-	3.4E-2	5.1E-1	1.2E-5	2.1E-4	9.2E-5
5	5.4E-1	1.8E-4	2.6E-2	3.2E-2	5.1E-1	1.1E-5	2.0E-4	9.0E-5
5.5	5.3E-1	-	-	2.8E-2	5.0E-1	9.8E-6	1.8E-4	8.6E-5
6	5.1E-1	1.5E-4	1.9E-2	2.5E-2	4.9E-1	8.7E-6	1.6E-4	8.2E-5
6.5	5.0E-1	-	-	2.2E-2	4.8E-1	7.8E-6	1.5E-4	7.9E-5
7	4.9E-1	1.2E-4	1.5E-2	2.0E-2	4.7E-1	7.1E-6	1.3E-4	7.6E-5
7.5	4.8E-1	-	-	1.8E-2	4.6E-1	6.4E-6	1.2E-4	7.3E-5
8	4.8E-1	1.0E-4	1.2E-2	1.7E-2	4.6E-1	5.8E-6	1.1E-4	7.1E-5
8.5	4.7E-1	-	-	1.5E-2	4.5E-1	5.3E-6	9.9E-5	6.9E-5
9	4.6E-1	8.3E-5	9.8E-3	1.4E-2	4.5E-1	4.8E-6	9.1E-5	6.6E-5
9.5	4.5E-1	-	-	1.2E-2	4.4E-1	4.4E-6	8.3E-5	6.4E-5
10	4.5E-1	7.0E-5	8.1E-3	1.1E-2	4.4E-1	4.1E-6	7.6E-5	6.3E-5
11	4.4E-1	6.0E-5	6.7E-3	9.4E-3	4.3E-1	3.5E-6	6.5E-5	5.9E-5
12	4.3E-1	5.1E-5	5.5E-3	7.9E-3	4.2E-1	3.0E-6	5.6E-5	5.6E-5
13	4.2E-1	4.5E-5	4.6E-3	6.6E-3	4.1E-1	2.6E-6	4.9E-5	5.3E-5
14	4.1E-1	3.9E-5	3.9E-3	5.6E-3	4.0E-1	2.3E-6	4.3E-5	5.1E-5
15	4.0E-1	3.5E-5	3.3E-3	4.8E-3	3.9E-1	2.0E-6	3.9E-5	4.9E-5
16	3.9E-1	3.2E-5	2.8E-3	4.1E-3	3.9E-1	1.8E-6	3.5E-5	4.7E-5
17	3.8E-1	2.9E-5	2.4E-3	3.6E-3	3.8E-1	1.7E-6	3.2E-5	4.5E-5
18	3.8E-1	2.6E-5	2.1E-3	3.1E-3	3.7E-1	1.5E-6	3.0E-5	4.3E-5
19	3.7E-1	2.4E-5	1.8E-3	2.8E-3	3.7E-1	1.4E-6	2.8E-5	4.1E-5
20	3.7E-1	2.3E-5	1.6E-3	2.5E-3	3.6E-1	1.3E-6	2.6E-5	4.0E-5
21	3.6E-1	2.2E-5	1.4E-3	2.2E-3	3.6E-1	1.3E-6	2.5E-5	3.8E-5
22	3.6E-1	2.1E-5	1.3E-3	2.0E-3	3.5E-1	1.2E-6	2.4E-5	3.7E-5
23	3.5E-1	2.0E-5	1.2E-3	1.9E-3	3.5E-1	1.1E-6	2.3E-5	3.6E-5
24	3.5E-1	1.9E-5	1.1E-3	1.7E-3	3.4E-1	1.1E-6	2.2E-5	3.4E-5
25	3.4E-1	1.8E-5	9.9E-4	1.6E-3	3.4E-1	1.0E-6	2.1E-5	3.3E-5
26	3.4E-1	1.7E-5	9.2E-4	1.5E-3	3.3E-1	1.0E-6	2.1E-5	3.2E-5
27	3.3E-1	1.7E-5	8.6E-4	1.4E-3	3.3E-1	9.8E-7	2.0E-5	3.1E-5
28	3.3E-1	1.6E-5	8.2E-4	1.4E-3	3.2E-1	9.5E-7	2.0E-5	3.0E-5
29	3.2E-1	1.6E-5	7.8E-4	1.3E-3	3.2E-1	9.3E-7	2.0E-5	2.9E-5
