Radionuclide	Y-88
Route of Intake	Inhalation
Material	Aerosols Type S, FAP, fA=1E-6
AMTD/AMAD, µm	0.01

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*	Skeleton*	Liver*
70	2.7E-1	6.2E-6	4.9E-4	8.5E-4	2.6E-1	3.4E-3	4.0E-4
71	2.6E-1	6.1E-6	4.8E-4	8.4E-4	2.6E-1	3.4E-3	4.0E-4
72	2.6E-1	6.1E-6	4.8E-4	8.3E-4	2.6E-1	3.4E-3	4.0E-4
73	2.6E-1	6.0E-6	4.7E-4	8.2E-4	2.5E-1	3.4E-3	4.0E-4
74	2.6E-1	6.0E-6	4.7E-4	8.2E-4	2.5E-1	3.4E-3	4.0E-4
75	2.5E-1	5.9E-6	4.7E-4	8.1E-4	2.5E-1	3.4E-3	4.0E-4
76	2.5E-1	5.9E-6	4.6E-4	8.0E-4	2.5E-1	3.4E-3	4.0E-4
77	2.5E-1	5.8E-6	4.6E-4	7.9E-4	2.4E-1	3.4E-3	4.0E-4
78	2.5E-1	5.8E-6	4.5E-4	7.9E-4	2.4E-1	3.4E-3	3.9E-4
79	2.5E-1	5.7E-6	4.5E-4	7.8E-4	2.4E-1	3.4E-3	3.9E-4
80	2.4E-1	5.7E-6	4.4E-4	7.7E-4	2.4E-1	3.4E-3	3.9E-4
81	2.4E-1	5.6E-6	4.4E-4	7.6E-4	2.4E-1	3.3E-3	3.9E-4
82	2.4E-1	5.6E-6	4.4E-4	7.6E-4	2.3E-1	3.3E-3	3.9E-4
83	2.4E-1	5.6E-6	4.3E-4	7.5E-4	2.3E-1	3.3E-3	3.9E-4
84	2.4E-1	5.5E-6	4.3E-4	7.4E-4	2.3E-1	3.3E-3	3.9E-4
85	2.3E-1	5.5E-6	4.2E-4	7.4E-4	2.3E-1	3.3E-3	3.8E-4
86	2.3E-1	5.4E-6	4.2E-4	7.3E-4	2.3E-1	3.3E-3	3.8E-4
87	2.3E-1	5.4E-6	4.2E-4	7.2E-4	2.3E-1	3.3E-3	3.8E-4
88	2.3E-1	5.3E-6	4.1E-4	7.2E-4	2.2E-1	3.3E-3	3.8E-4
89	2.3E-1	5.3E-6	4.1E-4	7.1E-4	2.2E-1	3.3E-3	3.8E-4
90	2.2E-1	5.3E-6	4.0E-4	7.0E-4	2.2E-1	3.3E-3	3.8E-4
91	2.2E-1	5.2E-6	4.0E-4	7.0E-4	2.2E-1	3.3E-3	3.8E-4
92	2.2E-1	5.2E-6	4.0E-4	6.9E-4	2.2E-1	3.3E-3	3.7E-4
93	2.2E-1	5.1E-6	3.9E-4	6.8E-4	2.1E-1	3.2E-3	3.7E-4
94	2.2E-1	5.1E-6	3.9E-4	6.8E-4	2.1E-1	3.2E-3	3.7E-4
95	2.2E-1	5.1E-6	3.8E-4	6.7E-4	2.1E-1	3.2E-3	3.7E-4
96	2.1E-1	5.0E-6	3.8E-4	6.6E-4	2.1E-1	3.2E-3	3.7E-4
97	2.1E-1	5.0E-6	3.8E-4	6.6E-4	2.1E-1	3.2E-3	3.7E-4
98	2.1E-1	4.9E-6	3.7E-4	6.5E-4	2.1E-1	3.2E-3	3.7E-4
99	2.1E-1	4.9E-6	3.7E-4	6.4E-4	2.0E-1	3.2E-3	3.6E-4
100	2.1E-1	4.9E-6	3.7E-4	6.4E-4	2.0E-1	3.2E-3	3.6E-4
110	1.9E-1	4.5E-6	3.3E-4	5.8E-4	1.9E-1	3.1E-3	3.5E-4
120	1.8E-1	4.2E-6	3.0E-4	5.3E-4	1.7E-1	3.0E-3	3.4E-4
130	1.6E-1	3.9E-6	2.7E-4	4.8E-4	1.6E-1	2.9E-3	3.2E-4
140	1.5E-1	3.6E-6	2.5E-4	4.4E-4	1.4E-1	2.8E-3	3.1E-4
150	1.4E-1	3.3E-6	2.3E-4	4.0E-4	1.3E-1	2.7E-3	2.9E-4
160	1.3E-1	3.1E-6	2.1E-4	3.6E-4	1.2E-1	2.6E-3	2.8E-4
170	1.2E-1	2.8E-6	1.9E-4	3.3E-4	1.1E-1	2.5E-3	2.7E-4
180	1.1E-1	2.6E-6	1.7E-4	3.0E-4	1.0E-1	2.4E-3	2.5E-4
190	9.9E-2	2.4E-6	1.5E-4	2.7E-4	9.6E-2	2.3E-3	2.4E-4
200	9.1E-2	2.3E-6	1.4E-4	2.5E-4	8.8E-2	2.2E-3	2.3E-4
210	8.4E-2	2.1E-6	1.3E-4	2.3E-4	8.1E-2	2.2E-3	2.2E-4
220	7.8E-2	1.9E-6	1.2E-4	2.0E-4	7.5E-2	2.1E-3	2.1E-4
230	7.2E-2	1.8E-6	1.1E-4	1.9E-4	6.9E-2	2.0E-3	2.0E-4
240	6.6E-2	1.7E-6	9.6E-5	1.7E-4	6.4E-2	1.9E-3	1.9E-4
250	6.1E-2	1.5E-6	8.7E-5	1.5E-4	5.9E-2	1.8E-3	1.8E-4
260	5.6E-2	1.4E-6	7.9E-5	1.4E-4	5.4E-2	1.7E-3	1.7E-4
270	5.2E-2	1.3E-6	7.2E-5	1.3E-4	5.0E-2	1.7E-3	1.6E-4
280	4.8E-2	1.2E-6	6.5E-5	1.2E-4	4.6E-2	1.6E-3	1.5E-4
290	4.5E-2	1.1E-6	5.9E-5	1.1E-4	4.3E-2	1.5E-3	1.4E-4
300	4.1E-2	1.1E-6	5.4E-5	9.6E-5	3.9E-2	1.4E-3	1.3E-4
310	3.8E-2	9.9E-7	4.9E-5	8.8E-5	3.6E-2	1.4E-3	1.3E-4
320	3.5E-2	9.2E-7	4.4E-5	8.0E-5	3.4E-2	1.3E-3	1.2E-4
330	3.3E-2	8.5E-7	4.0E-5	7.3E-5	3.1E-2	1.2E-3	1.1E-4
340	3.0E-2	7.9E-7	3.7E-5	6.6E-5	2.9E-2	1.2E-3	1.1E-4
350	2.8E-2	7.4E-7	3.3E-5	6.0E-5	2.6E-2	1.1E-3	1.0E-4
360	2.6E-2	6.8E-7	3.0E-5	5.5E-5	2.4E-2	1.1E-3	9.4E-5
365	2.5E-2	6.6E-7	2.9E-5	5.2E-5	2.4E-2	1.0E-3	9.1E-5
370	2.4E-2	6.4E-7	2.7E-5	5.0E-5	2.3E-2	1.0E-3	8.9E-5
380	2.2E-2	5.9E-7	2.5E-5	4.5E-5	2.1E-2	9.6E-4	8.4E-5
390	2.1E-2	5.5E-7	2.3E-5	4.1E-5	1.9E-2	9.1E-4	7.9E-5
400	1.9E-2	5.1E-7	2.1E-5	3.8E-5	1.8E-2	8.7E-4	7.4E-5
410	1.8E-2	4.8E-7	1.9E-5	3.4E-5	1.7E-2	8.2E-4	7.0E-5
420	1.6E-2	4.4E-7	1.7E-5	3.1E-5	1.5E-2	7.8E-4	6.6E-5
430	1.5E-2	4.1E-7	1.5E-5	2.8E-5	1.4E-2	7.4E-4	6.2E-5
440	1.4E-2	3.8E-7	1.4E-5	2.6E-5	1.3E-2	7.0E-4	5.8E-5
450	1.3E-2	3.6E-7	1.3E-5	2.4E-5	1.2E-2	6.7E-4	5.5E-5
460	1.2E-2	3.3E-7	1.2E-5	2.1E-5	1.1E-2	6.3E-4	5.1E-5
470	1.1E-2	3.1E-7	1.1E-5	2.0E-5	1.0E-2	6.0E-4	4.8E-5
480	1.0E-2	2.9E-7	9.6E-6	1.8E-5	9.7E-3	5.7E-4	4.5E-5
490	9.7E-3	2.7E-7	8.7E-6	1.6E-5	9.0E-3	5.4E-4	4.3E-5
500	9.0E-3	2.5E-7	7.9E-6	1.5E-5	8.4E-3	5.1E-4	4.0E-5
510	8.4E-3	2.3E-7	7.2E-6	1.3E-5	7.8E-3	4.8E-4	3.8E-5
520	7.8E-3	2.2E-7	6.5E-6	1.2E-5	7.2E-3	4.6E-4	3.5E-5
530	7.2E-3	2.0E-7	5.9E-6	1.1E-5	6.7E-3	4.3E-4	3.3E-5
540	6.7E-3	1.9E-7	5.4E-6	1.0E-5	6.2E-3	4.1E-4	3.1E-5
550	6.2E-3	1.8E-7	4.9E-6	9.3E-6	5.8E-3	3.9E-4	2.9E-5
560	5.8E-3	1.6E-7	4.4E-6	8.5E-6	5.3E-3	3.7E-4	2.7E-5
570	5.4E-3	1.5E-7	4.0E-6	7.7E-6	5.0E-3	3.5E-4	2.6E-5
580	5.0E-3	1.4E-7	3.7E-6	7.0E-6	4.6E-3	3.3E-4	2.4E-5
590	4.7E-3	1.3E-7	3.3E-6	6.4E-6	4.3E-3	3.1E-4	2.3E-5
600	4.3E-3	1.2E-7	3.0E-6	5.9E-6	4.0E-3	2.9E-4	2.1E-5
610	4.0E-3	1.2E-7	2.8E-6	5.3E-6	3.7E-3	2.8E-4	2.0E-5
620	3.8E-3	1.1E-7	2.5E-6	4.9E-6	3.4E-3	2.6E-4	1.9E-5
630	3.5E-3	1.0E-7	2.3E-6	4.4E-6	3.2E-3	2.5E-4	1.7E-5
640	3.2E-3	9.4E-8	2.1E-6	4.1E-6	3.0E-3	2.3E-4	1.6E-5
650	3.0E-3	8.8E-8	1.9E-6	3.7E-6	2.8E-3	2.2E-4	1.5E-5
660	2.8E-3	8.2E-8	1.7E-6	3.4E-6	2.6E-3	2.1E-4	1.4E-5
670	2.6E-3	7.7E-8	1.5E-6	3.1E-6	2.4E-3	2.0E-4	1.3E-5
680	2.4E-3	7.1E-8	1.4E-6	2.8E-6	2.2E-3	1.9E-4	1.3E-5
690	2.3E-3	6.7E-8	1.3E-6	2.6E-6	2.1E-3	1.7E-4	1.2E-5
700	2.1E-3	6.2E-8	1.2E-6	2.3E-6	1.9E-3	1.7E-4	1.1E-5
710	2.0E-3	5.8E-8	1.1E-6	2.1E-6	1.8E-3	1.6E-4	1.0E-5
720	1.8E-3	5.4E-8	9.6E-7	2.0E-6	1.7E-3	1.5E-4	9.8E-6
730	1.7E-3	5.1E-8	8.7E-7	1.8E-6	1.5E-3	1.4E-4	9.1E-6
740	1.6E-3	4.7E-8	7.9E-7	1.6E-6	1.4E-3	1.3E-4	8.6E-6
750	1.5E-3	4.4E-8	7.2E-7	1.5E-6	1.3E-3	1.2E-4	8.0E-6
760	1.4E-3	4.1E-8	6.5E-7	1.4E-6	1.3E-3	1.2E-4	7.5E-6
770	1.3E-3	3.9E-8	5.9E-7	1.2E-6	1.2E-3	1.1E-4	7.0E-6
780	1.2E-3	3.6E-8	5.4E-7	1.1E-6	1.1E-3	1.0E-4	6.6E-6
790	1.1E-3	3.4E-8	4.9E-7	1.0E-6	1.0E-3	9.8E-5	6.2E-6
800	1.1E-3	3.2E-8	4.5E-7	9.5E-7	9.4E-4	9.2E-5	5.8E-6
810	9.8E-4	2.9E-8	4.0E-7	8.7E-7	8.8E-4	8.7E-5	5.4E-6
820	9.2E-4	2.8E-8	3.7E-7	7.9E-7	8.2E-4	8.2E-5	5.1E-6
830	8.5E-4	2.6E-8	3.3E-7	7.3E-7	7.6E-4	7.7E-5	4.8E-6
840	8.0E-4	2.4E-8	3.0E-7	6.6E-7	7.1E-4	7.3E-5	4.4E-6
850	7.4E-4	2.2E-8	2.8E-7	6.1E-7	6.6E-4	6.9E-5	4.2E-6
860	6.9E-4	2.1E-8	2.5E-7	5.6E-7	6.2E-4	6.5E-5	3.9E-6
870	6.5E-4	2.0E-8	2.3E-7	5.1E-7	5.8E-4	6.1E-5	3.7E-6
880	6.0E-4	1.8E-8	2.1E-7	4.6E-7	5.4E-4	5.8E-5	3.4E-6
890	5.6E-4	1.7E-8	1.9E-7	4.3E-7	5.0E-4	5.4E-5	3.2E-6
900	5.3E-4	1.6E-8	1.7E-7	3.9E-7	4.7E-4	5.1E-5	3.0E-6
910	4.9E-4	1.5E-8	1.6E-7	3.6E-7	4.4E-4	4.8E-5	2.8E-6
920	4.6E-4	1.4E-8	1.4E-7	3.3E-7	4.1E-4	4.5E-5	2.6E-6
930	4.3E-4	1.3E-8	1.3E-7	3.0E-7	3.8E-4	4.3E-5	2.5E-6
940	4.0E-4	1.2E-8	1.2E-7	2.7E-7	3.5E-4	4.0E-5	2.3E-6
950	3.7E-4	1.1E-8	1.1E-7	2.5E-7	3.3E-4	3.8E-5	2.2E-6
960	3.5E-4	1.1E-8	9.6E-8	2.3E-7	3.1E-4	3.6E-5	2.0E-6
970	3.3E-4	1.0E-8	8.8E-8	2.1E-7	2.9E-4	3.4E-5	1.9E-6
980	3.1E-4	9.4E-9	8.0E-8	1.9E-7	2.7E-4	3.2E-5	1.8E-6
990	2.9E-4	8.8E-9	7.2E-8	1.8E-7	2.5E-4	3.0E-5	1.7E-6
1000	2.7E-4	8.2E-9	6.6E-8	1.6E-7	2.3E-4	2.8E-5	1.6E-6
1010	2.5E-4	7.7E-9	6.0E-8	1.5E-7	2.2E-4	2.7E-5	1.5E-6
1020	2.3E-4	7.2E-9	5.4E-8	1.4E-7	2.0E-4	2.5E-5	1.4E-6
1030	2.2E-4	6.7E-9	4.9E-8	1.3E-7	1.9E-4	2.4E-5	1.3E-6
1040	2.0E-4	6.3E-9	4.5E-8	1.2E-7	1.8E-4	2.2E-5	1.2E-6
1050	1.9E-4	5.9E-9	4.1E-8	1.1E-7	1.7E-4	2.1E-5	1.1E-6
1060	1.8E-4	5.5E-9	3.7E-8	9.7E-8	1.6E-4	2.0E-5	1.0E-6
1070	1.7E-4	5.2E-9	3.4E-8	8.9E-8	1.4E-4	1.9E-5	9.8E-7
1080	1.6E-4	4.8E-9	3.1E-8	8.2E-8	1.4E-4	1.7E-5	9.1E-7
1090	1.5E-4	4.5E-9	2.8E-8	7.5E-8	1.3E-4	1.6E-5	8.6E-7
1095	1.4E-4	4.4E-9	2.7E-8	7.2E-8	1.2E-4	1.6E-5	8.3E-7
1100	1.4E-4	4.2E-9	2.5E-8	6.9E-8	1.2E-4	1.5E-5	8.0E-7
1200	7.0E-5	2.2E-9	9.8E-9	3.0E-8	6.0E-5	8.5E-6	4.1E-7
1300	3.6E-5	1.1E-9	3.8E-9	1.3E-8	3.1E-5	4.6E-6	2.1E-7
1400	1.8E-5	5.9E-10	1.5E-9	6.0E-9	1.6E-5	2.5E-6	1.1E-7
1500	9.5E-6	3.0E-10	5.7E-10	2.7E-9	8.0E-6	1.4E-6	5.7E-8
1600	4.9E-6	1.6E-10	2.3E-10	1.3E-9	4.1E-6	7.3E-7	3.0E-8
1700	2.6E-6	-	-	5.0E-10	2.1E-6	3.9E-7	1.5E-8
1800	1.3E-6	-	-	2.6E-10	1.1E-6	2.1E-7	7.9E-9
1900	6.9E-7	-	-	1.3E-10	5.6E-7	1.1E-7	4.1E-9
2000	3.6E-7	-	-	-	2.9E-7	6.1E-8	2.1E-9
2100	1.9E-7	-	-	-	1.5E-7	3.3E-8	1.1E-9
2200	9.7E-8	-	-	-	7.7E-8	1.7E-8	5.8E-10
2300	5.0E-8	-	-	-	4.0E-8	9.4E-9	3.0E-10
2400	2.6E-8	-	-	-	2.1E-8	5.0E-9	1.6E-10
2500	1.4E-8	-	-	-	1.1E-8	2.6E-9	-
2600	7.1E-9	-	-	-	5.5E-9	1.4E-9	-
2700	3.7E-9	-	-	-	2.9E-9	6.6E-10	-
2800	1.9E-9	-	-	-	1.5E-9	3.5E-10	-
2900	9.9E-10	-	-	-	7.0E-10	1.3E-10	-
3000	5.2E-10	-	-	-	3.6E-10	-	-
3100	2.7E-10	-	-	-	1.9E-10	-	-
3200	1.4E-10	-	-	-	-	-	-
