Radionuclide	Y-88
Route of Intake	Ingestion
Material	All chemical forms, fA=1E-4
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Skeleton*	Liver*
0.041667	1.0E+0	-	-	1.0E+0	1.0E-6	7.4E-7
0.083333	1.0E+0	-	-	1.0E+0	4.3E-6	2.2E-6
0.125	1.0E+0	-	-	1.0E+0	8.9E-6	3.7E-6
0.25	1.0E+0	-	-	1.0E+0	2.3E-5	7.0E-6
0.375	9.9E-1	-	-	9.9E-1	3.2E-5	8.6E-6
0.5	9.7E-1	-	-	9.7E-1	3.7E-5	9.4E-6
0.625	9.3E-1	-	-	9.3E-1	3.9E-5	9.7E-6
0.75	8.9E-1	-	-	8.9E-1	4.0E-5	9.8E-6
0.875	8.4E-1	-	-	8.4E-1	4.1E-5	9.9E-6
1	7.8E-1	1.5E-5	2.1E-1	7.8E-1	4.2E-5	9.8E-6
1.125	7.2E-1	-	-	7.2E-1	4.2E-5	9.8E-6
1.25	6.5E-1	-	-	6.5E-1	4.2E-5	9.7E-6
1.375	5.9E-1	-	-	5.9E-1	4.3E-5	9.7E-6
1.5	5.2E-1	-	-	5.2E-1	4.3E-5	9.6E-6
1.625	4.6E-1	-	-	4.6E-1	4.3E-5	9.6E-6
1.75	4.1E-1	-	-	4.1E-1	4.3E-5	9.5E-6
1.875	3.6E-1	-	-	3.6E-1	4.4E-5	9.4E-6
2	3.1E-1	1.0E-6	4.7E-1	3.1E-1	4.4E-5	9.4E-6
2.25	2.3E-1	-	-	2.3E-1	4.4E-5	9.3E-6
2.5	1.7E-1	-	-	1.7E-1	4.5E-5	9.2E-6
2.75	1.2E-1	-	-	1.2E-1	4.5E-5	9.1E-6
3	8.5E-2	7.3E-7	2.2E-1	8.5E-2	4.5E-5	9.0E-6
3.25	6.0E-2	-	-	6.0E-2	4.6E-5	8.9E-6
3.5	4.1E-2	-	-	4.1E-2	4.6E-5	8.8E-6
3.75	2.9E-2	-	-	2.9E-2	4.6E-5	8.7E-6
4	2.0E-2	6.1E-7	6.5E-2	1.9E-2	4.7E-5	8.6E-6
4.25	1.3E-2	-	-	1.3E-2	4.7E-5	8.5E-6
4.5	9.0E-3	-	-	8.9E-3	4.7E-5	8.4E-6
4.75	6.1E-3	-	-	6.0E-3	4.7E-5	8.3E-6
5	4.1E-3	5.1E-7	1.5E-2	4.0E-3	4.8E-5	8.3E-6
5.5	1.8E-3	-	-	1.8E-3	4.8E-5	8.1E-6
6	8.4E-4	4.2E-7	3.2E-3	7.6E-4	4.8E-5	8.0E-6
6.5	4.0E-4	-	-	3.3E-4	4.9E-5	7.9E-6
7	2.1E-4	3.5E-7	6.2E-4	1.4E-4	4.9E-5	7.7E-6
7.5	1.3E-4	-	-	5.8E-5	4.9E-5	7.6E-6
8	9.8E-5	3.0E-7	1.1E-4	2.4E-5	4.9E-5	7.5E-6
8.5	8.4E-5	-	-	1.0E-5	5.0E-5	7.4E-6
9	7.8E-5	2.5E-7	2.0E-5	4.5E-6	5.0E-5	7.4E-6
9.5	7.5E-5	-	-	2.1E-6	5.0E-5	7.3E-6
10	7.3E-5	2.1E-7	3.4E-6	1.1E-6	5.0E-5	7.2E-6
11	7.2E-5	1.8E-7	6.3E-7	4.9E-7	5.0E-5	7.0E-6
12	7.1E-5	1.5E-7	1.5E-7	3.7E-7	5.0E-5	6.9E-6
13	7.1E-5	1.3E-7	6.4E-8	3.3E-7	5.0E-5	6.8E-6
14	7.0E-5	1.1E-7	4.4E-8	3.0E-7	5.0E-5	6.7E-6
15	7.0E-5	9.4E-8	3.6E-8	2.9E-7	5.0E-5	6.6E-6
16	6.9E-5	8.0E-8	3.0E-8	2.7E-7	5.0E-5	6.5E-6
17	6.8E-5	6.9E-8	2.5E-8	2.6E-7	5.0E-5	6.4E-6
18	6.8E-5	5.9E-8	2.1E-8	2.5E-7	5.0E-5	6.3E-6
19	6.7E-5	5.1E-8	1.8E-8	2.4E-7	4.9E-5	6.3E-6
20	6.7E-5	4.5E-8	1.5E-8	2.3E-7	4.9E-5	6.2E-6
21	6.6E-5	3.9E-8	1.3E-8	2.2E-7	4.9E-5	6.1E-6
22	6.6E-5	3.4E-8	1.1E-8	2.2E-7	4.9E-5	6.1E-6
23	6.5E-5	3.0E-8	9.7E-9	2.1E-7	4.8E-5	6.0E-6
24	6.5E-5	2.7E-8	8.3E-9	2.1E-7	4.8E-5	6.0E-6
25	6.5E-5	2.4E-8	7.2E-9	2.0E-7	4.8E-5	5.9E-6
26	6.4E-5	2.2E-8	6.2E-9	2.0E-7	4.8E-5	5.9E-6
27	6.4E-5	2.0E-8	5.4E-9	2.0E-7	4.7E-5	5.8E-6
28	6.3E-5	1.8E-8	4.8E-9	1.9E-7	4.7E-5	5.8E-6
29	6.3E-5	1.6E-8	4.2E-9	1.9E-7	4.7E-5	5.7E-6
30	6.2E-5	1.5E-8	3.7E-9	1.9E-7	4.7E-5	5.7E-6
31	6.2E-5	1.4E-8	3.3E-9	1.9E-7	4.6E-5	5.6E-6
32	6.2E-5	1.3E-8	3.0E-9	1.8E-7	4.6E-5	5.6E-6
33	6.1E-5	1.3E-8	2.7E-9	1.8E-7	4.6E-5	5.5E-6
34	6.1E-5	1.2E-8	2.4E-9	1.8E-7	4.5E-5	5.5E-6
35	6.0E-5	1.1E-8	2.2E-9	1.8E-7	4.5E-5	5.4E-6
36	6.0E-5	1.1E-8	2.0E-9	1.8E-7	4.5E-5	5.4E-6
37	6.0E-5	1.0E-8	1.9E-9	1.7E-7	4.5E-5	5.3E-6
38	5.9E-5	1.0E-8	1.8E-9	1.7E-7	4.4E-5	5.3E-6
39	5.9E-5	9.8E-9	1.7E-9	1.7E-7	4.4E-5	5.3E-6
40	5.8E-5	9.5E-9	1.6E-9	1.7E-7	4.4E-5	5.2E-6
41	5.8E-5	9.3E-9	1.5E-9	1.7E-7	4.3E-5	5.2E-6
42	5.8E-5	9.1E-9	1.4E-9	1.7E-7	4.3E-5	5.1E-6
43	5.7E-5	8.9E-9	1.4E-9	1.6E-7	4.3E-5	5.1E-6
44	5.7E-5	8.8E-9	1.3E-9	1.6E-7	4.3E-5	5.1E-6
45	5.6E-5	8.6E-9	1.3E-9	1.6E-7	4.2E-5	5.0E-6
46	5.6E-5	8.5E-9	1.2E-9	1.6E-7	4.2E-5	5.0E-6
47	5.6E-5	8.4E-9	1.2E-9	1.6E-7	4.2E-5	4.9E-6
48	5.5E-5	8.2E-9	1.2E-9	1.6E-7	4.2E-5	4.9E-6
49	5.5E-5	8.1E-9	1.1E-9	1.6E-7	4.1E-5	4.9E-6
