Radionuclide	Fe-59
Route of Intake	Inhalation
Material	Aerosols Type M, Ferric chloride, ferric oxide, all unspecified forms, fA=2E-2
AMTD/AMAD, µm	0.003

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*	Skeleton*	Liver*
0.041667	9.4E-1	-	-	2.0E-1	4.3E-1	1.9E-3	1.1E-3
0.083333	9.3E-1	-	-	2.4E-1	4.0E-1	6.2E-3	1.9E-3
0.125	9.2E-1	-	-	2.7E-1	3.8E-1	1.2E-2	2.4E-3
0.25	9.0E-1	-	-	3.3E-1	3.4E-1	2.9E-2	3.4E-3
0.375	8.9E-1	-	-	3.6E-1	3.2E-1	4.2E-2	3.9E-3
0.5	8.7E-1	-	-	3.9E-1	3.1E-1	5.2E-2	4.4E-3
0.625	8.6E-1	-	-	4.0E-1	2.9E-1	5.8E-2	4.8E-3
0.75	8.4E-1	-	-	4.0E-1	2.9E-1	6.1E-2	5.1E-3
0.875	8.1E-1	-	-	4.0E-1	2.8E-1	6.3E-2	5.4E-3
1	7.9E-1	1.2E-5	6.6E-2	3.9E-1	2.7E-1	6.4E-2	5.7E-3
1.125	7.6E-1	-	-	3.8E-1	2.7E-1	6.5E-2	6.0E-3
1.25	7.3E-1	-	-	3.6E-1	2.6E-1	6.4E-2	6.2E-3
1.375	7.0E-1	-	-	3.4E-1	2.6E-1	6.4E-2	6.5E-3
1.5	6.7E-1	-	-	3.2E-1	2.5E-1	6.3E-2	6.7E-3
1.625	6.4E-1	-	-	3.0E-1	2.5E-1	6.2E-2	6.9E-3
1.75	6.1E-1	-	-	2.7E-1	2.4E-1	6.1E-2	7.2E-3
1.875	5.8E-1	-	-	2.5E-1	2.4E-1	6.0E-2	7.4E-3
2	5.6E-1	2.0E-6	2.1E-1	2.3E-1	2.3E-1	5.8E-2	7.6E-3
2.25	5.1E-1	-	-	1.9E-1	2.3E-1	5.6E-2	8.0E-3
2.5	4.6E-1	-	-	1.6E-1	2.2E-1	5.4E-2	8.3E-3
2.75	4.3E-1	-	-	1.3E-1	2.1E-1	5.1E-2	8.7E-3
