Radionuclide	Ge-68
Route of Intake	Inhalation
Material	Aerosols Type M, fA=0.2
AMTD/AMAD, µm	0.003

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*	Skeleton*	Liver*
0.041667	9.4E-1	-	-	2.0E-1	4.3E-1	8.5E-4	1.2E-3
0.083333	9.3E-1	-	-	2.3E-1	4.0E-1	1.6E-3	2.4E-3
0.125	9.2E-1	-	-	2.5E-1	3.8E-1	2.2E-3	3.4E-3
0.25	8.8E-1	-	-	2.9E-1	3.5E-1	3.2E-3	5.1E-3
0.375	8.4E-1	-	-	3.1E-1	3.2E-1	3.4E-3	5.6E-3
0.5	8.0E-1	-	-	3.3E-1	3.1E-1	3.4E-3	5.6E-3
0.625	7.6E-1	-	-	3.4E-1	3.0E-1	3.4E-3	5.4E-3
0.75	7.3E-1	-	-	3.4E-1	2.9E-1	3.3E-3	5.2E-3
0.875	7.0E-1	-	-	3.3E-1	2.8E-1	3.3E-3	4.9E-3
1	6.7E-1	1.4E-1	5.8E-2	3.3E-1	2.7E-1	3.2E-3	4.6E-3
1.125	6.4E-1	-	-	3.1E-1	2.7E-1	3.2E-3	4.3E-3
1.25	6.1E-1	-	-	3.0E-1	2.6E-1	3.1E-3	4.0E-3
1.375	5.8E-1	-	-	2.8E-1	2.6E-1	3.0E-3	3.7E-3
1.5	5.5E-1	-	-	2.6E-1	2.5E-1	3.0E-3	3.4E-3
1.625	5.3E-1	-	-	2.4E-1	2.5E-1	2.9E-3	3.2E-3
1.75	5.0E-1	-	-	2.2E-1	2.5E-1	2.8E-3	2.9E-3
1.875	4.7E-1	-	-	2.1E-1	2.4E-1	2.8E-3	2.7E-3
2	4.5E-1	3.0E-2	1.8E-1	1.9E-1	2.4E-1	2.7E-3	2.5E-3
2.25	4.1E-1	-	-	1.6E-1	2.3E-1	2.6E-3	2.2E-3
2.5	3.7E-1	-	-	1.3E-1	2.2E-1	2.5E-3	1.9E-3
2.75	3.4E-1	-	-	1.1E-1	2.2E-1	2.3E-3	1.6E-3
3	3.1E-1	1.3E-2	1.2E-1	8.8E-2	2.1E-1	2.2E-3	1.4E-3
3.25	2.9E-1	-	-	7.3E-2	2.0E-1	2.1E-3	1.2E-3
3.5	2.7E-1	-	-	6.2E-2	2.0E-1	2.0E-3	1.1E-3
3.75	2.6E-1	-	-	5.3E-2	1.9E-1	1.9E-3	9.7E-4
4	2.4E-1	8.7E-3	5.9E-2	4.6E-2	1.9E-1	1.8E-3	8.7E-4
4.25	2.3E-1	-	-	4.1E-2	1.8E-1	1.7E-3	7.8E-4
4.5	2.2E-1	-	-	3.6E-2	1.8E-1	1.6E-3	7.1E-4
4.75	2.2E-1	-	-	3.3E-2	1.7E-1	1.6E-3	6.4E-4
5	2.1E-1	6.8E-3	2.9E-2	3.0E-2	1.7E-1	1.5E-3	5.9E-4
5.5	1.9E-1	-	-	2.6E-2	1.6E-1	1.3E-3	5.0E-4
6	1.8E-1	5.5E-3	1.8E-2	2.3E-2	1.5E-1	1.2E-3	4.3E-4
6.5	1.7E-1	-	-	2.0E-2	1.5E-1	1.1E-3	3.8E-4
7	1.6E-1	4.5E-3	1.4E-2	1.8E-2	1.4E-1	1.0E-3	3.4E-4
7.5	1.6E-1	-	-	1.6E-2	1.3E-1	9.0E-4	3.0E-4
8	1.5E-1	3.7E-3	1.1E-2	1.5E-2	1.3E-1	8.2E-4	2.7E-4
8.5	1.4E-1	-	-	1.3E-2	1.3E-1	7.4E-4	2.4E-4
9	1.4E-1	3.1E-3	8.7E-3	1.2E-2	1.2E-1	6.8E-4	2.2E-4
9.5	1.3E-1	-	-	1.1E-2	1.2E-1	6.1E-4	2.0E-4
10	1.3E-1	2.6E-3	7.1E-3	9.8E-3	1.1E-1	5.6E-4	1.8E-4
11	1.2E-1	2.2E-3	5.8E-3	8.0E-3	1.1E-1	4.6E-4	1.5E-4
12	1.1E-1	1.9E-3	4.7E-3	6.5E-3	1.0E-1	3.9E-4	1.3E-4
13	1.1E-1	1.6E-3	3.9E-3	5.3E-3	9.9E-2	3.3E-4	1.1E-4
14	1.0E-1	1.4E-3	3.2E-3	4.4E-3	9.6E-2	2.8E-4	9.4E-5
15	9.8E-2	1.2E-3	2.6E-3	3.6E-3	9.3E-2	2.4E-4	8.2E-5
16	9.5E-2	1.1E-3	2.1E-3	3.0E-3	9.0E-2	2.0E-4	7.2E-5
17	9.2E-2	9.4E-4	1.7E-3	2.5E-3	8.8E-2	1.8E-4	6.3E-5
18	8.9E-2	8.4E-4	1.4E-3	2.0E-3	8.6E-2	1.5E-4	5.6E-5
19	8.7E-2	7.6E-4	1.2E-3	1.7E-3	8.4E-2	1.4E-4	5.1E-5
20	8.5E-2	7.0E-4	1.0E-3	1.4E-3	8.3E-2	1.2E-4	4.6E-5
21	8.3E-2	6.4E-4	8.3E-4	1.2E-3	8.1E-2	1.1E-4	4.3E-5
22	8.2E-2	6.0E-4	7.0E-4	1.0E-3	8.0E-2	1.0E-4	3.9E-5
23	8.1E-2	5.6E-4	5.9E-4	8.6E-4	7.9E-2	9.4E-5	3.7E-5
24	7.9E-2	5.3E-4	5.0E-4	7.3E-4	7.8E-2	8.8E-5	3.5E-5
25	7.8E-2	5.1E-4	4.3E-4	6.3E-4	7.7E-2	8.2E-5	3.3E-5
26	7.7E-2	4.8E-4	3.7E-4	5.5E-4	7.6E-2	7.8E-5	3.2E-5
27	7.6E-2	4.7E-4	3.2E-4	4.9E-4	7.5E-2	7.4E-5	3.0E-5
28	7.5E-2	4.5E-4	2.8E-4	4.3E-4	7.4E-2	7.1E-5	2.9E-5
29	7.4E-2	4.4E-4	2.5E-4	3.9E-4	7.3E-2	6.9E-5	2.8E-5
30	7.3E-2	4.3E-4	2.2E-4	3.5E-4	7.3E-2	6.7E-5	2.8E-5
31	7.3E-2	4.2E-4	2.0E-4	3.2E-4	7.2E-2	6.5E-5	2.7E-5
32	7.2E-2	4.1E-4	1.8E-4	3.0E-4	7.1E-2	6.4E-5	2.6E-5
33	7.1E-2	4.0E-4	1.7E-4	2.8E-4	7.0E-2	6.2E-5	2.6E-5
34	7.0E-2	3.9E-4	1.6E-4	2.6E-4	7.0E-2	6.1E-5	2.5E-5
35	7.0E-2	3.9E-4	1.5E-4	2.4E-4	6.9E-2	6.0E-5	2.5E-5
36	6.9E-2	3.8E-4	1.4E-4	2.3E-4	6.8E-2	6.0E-5	2.4E-5
37	6.8E-2	3.7E-4	1.3E-4	2.2E-4	6.8E-2	5.9E-5	2.4E-5
38	6.8E-2	3.7E-4	1.3E-4	2.1E-4	6.7E-2	5.8E-5	2.4E-5
39	6.7E-2	3.7E-4	1.2E-4	2.1E-4	6.6E-2	5.8E-5	2.3E-5
40	6.6E-2	3.6E-4	1.2E-4	2.0E-4	6.6E-2	5.7E-5	2.3E-5
41	6.6E-2	3.6E-4	1.1E-4	1.9E-4	6.5E-2	5.7E-5	2.3E-5
42	6.5E-2	3.5E-4	1.1E-4	1.9E-4	6.4E-2	5.6E-5	2.3E-5
43	6.4E-2	3.5E-4	1.1E-4	1.9E-4	6.4E-2	5.6E-5	2.2E-5
44	6.4E-2	3.5E-4	1.0E-4	1.8E-4	6.3E-2	5.5E-5	2.2E-5
45	6.3E-2	3.4E-4	1.0E-4	1.8E-4	6.3E-2	5.5E-5	2.2E-5
46	6.3E-2	3.4E-4	1.0E-4	1.8E-4	6.2E-2	5.4E-5	2.2E-5
47	6.2E-2	3.3E-4	9.9E-5	1.7E-4	6.1E-2	5.4E-5	2.1E-5
48	6.1E-2	3.3E-4	9.7E-5	1.7E-4	6.1E-2	5.4E-5	2.1E-5
49	6.1E-2	3.3E-4	9.6E-5	1.7E-4	6.0E-2	5.3E-5	2.1E-5
50	6.0E-2	3.2E-4	9.4E-5	1.7E-4	6.0E-2	5.3E-5	2.1E-5
51	6.0E-2	3.2E-4	9.3E-5	1.6E-4	5.9E-2	5.3E-5	2.1E-5
52	5.9E-2	3.2E-4	9.2E-5	1.6E-4	5.9E-2	5.2E-5	2.0E-5
53	5.9E-2	3.2E-4	9.1E-5	1.6E-4	5.8E-2	5.2E-5	2.0E-5
54	5.8E-2	3.1E-4	8.9E-5	1.6E-4	5.7E-2	5.2E-5	2.0E-5
55	5.8E-2	3.1E-4	8.8E-5	1.6E-4	5.7E-2	5.2E-5	2.0E-5
56	5.7E-2	3.1E-4	8.7E-5	1.5E-4	5.6E-2	5.1E-5	2.0E-5
57	5.6E-2	3.0E-4	8.6E-5	1.5E-4	5.6E-2	5.1E-5	1.9E-5
58	5.6E-2	3.0E-4	8.5E-5	1.5E-4	5.5E-2	5.1E-5	1.9E-5
59	5.5E-2	3.0E-4	8.4E-5	1.5E-4	5.5E-2	5.0E-5	1.9E-5
60	5.5E-2	2.9E-4	8.3E-5	1.5E-4	5.4E-2	5.0E-5	1.9E-5
61	5.4E-2	2.9E-4	8.3E-5	1.5E-4	5.4E-2	5.0E-5	1.9E-5
62	5.4E-2	2.9E-4	8.2E-5	1.4E-4	5.3E-2	5.0E-5	1.9E-5
63	5.3E-2	2.9E-4	8.1E-5	1.4E-4	5.3E-2	4.9E-5	1.8E-5
64	5.3E-2	2.8E-4	8.0E-5	1.4E-4	5.2E-2	4.9E-5	1.8E-5
65	5.2E-2	2.8E-4	7.9E-5	1.4E-4	5.2E-2	4.9E-5	1.8E-5
66	5.2E-2	2.8E-4	7.8E-5	1.4E-4	5.1E-2	4.8E-5	1.8E-5
67	5.1E-2	2.8E-4	7.7E-5	1.4E-4	5.1E-2	4.8E-5	1.8E-5
68	5.1E-2	2.7E-4	7.7E-5	1.4E-4	5.0E-2	4.8E-5	1.8E-5
69	5.0E-2	2.7E-4	7.6E-5	1.3E-4	5.0E-2	4.8E-5	1.7E-5
70	5.0E-2	2.7E-4	7.5E-5	1.3E-4	4.9E-2	4.7E-5	1.7E-5
71	4.9E-2	2.7E-4	7.4E-5	1.3E-4	4.9E-2	4.7E-5	1.7E-5
72	4.9E-2	2.6E-4	7.3E-5	1.3E-4	4.9E-2	4.7E-5	1.7E-5
73	4.9E-2	2.6E-4	7.3E-5	1.3E-4	4.8E-2	4.7E-5	1.7E-5
74	4.8E-2	2.6E-4	7.2E-5	1.3E-4	4.8E-2	4.6E-5	1.7E-5
75	4.8E-2	2.6E-4	7.1E-5	1.3E-4	4.7E-2	4.6E-5	1.6E-5
76	4.7E-2	2.5E-4	7.0E-5	1.2E-4	4.7E-2	4.6E-5	1.6E-5
77	4.7E-2	2.5E-4	7.0E-5	1.2E-4	4.6E-2	4.6E-5	1.6E-5
78	4.6E-2	2.5E-4	6.9E-5	1.2E-4	4.6E-2	4.5E-5	1.6E-5
79	4.6E-2	2.5E-4	6.8E-5	1.2E-4	4.5E-2	4.5E-5	1.6E-5
80	4.5E-2	2.4E-4	6.7E-5	1.2E-4	4.5E-2	4.5E-5	1.6E-5
81	4.5E-2	2.4E-4	6.7E-5	1.2E-4	4.5E-2	4.5E-5	1.6E-5
82	4.5E-2	2.4E-4	6.6E-5	1.2E-4	4.4E-2	4.4E-5	1.5E-5
83	4.4E-2	2.4E-4	6.5E-5	1.2E-4	4.4E-2	4.4E-5	1.5E-5
84	4.4E-2	2.3E-4	6.5E-5	1.1E-4	4.3E-2	4.4E-5	1.5E-5
85	4.3E-2	2.3E-4	6.4E-5	1.1E-4	4.3E-2	4.4E-5	1.5E-5
86	4.3E-2	2.3E-4	6.3E-5	1.1E-4	4.3E-2	4.3E-5	1.5E-5
87	4.3E-2	2.3E-4	6.3E-5	1.1E-4	4.2E-2	4.3E-5	1.5E-5
88	4.2E-2	2.3E-4	6.2E-5	1.1E-4	4.2E-2	4.3E-5	1.5E-5
89	4.2E-2	2.2E-4	6.1E-5	1.1E-4	4.1E-2	4.3E-5	1.4E-5
90	4.1E-2	2.2E-4	6.1E-5	1.1E-4	4.1E-2	4.3E-5	1.4E-5
91	4.1E-2	2.2E-4	6.0E-5	1.1E-4	4.1E-2	4.2E-5	1.4E-5
92	4.1E-2	2.2E-4	5.9E-5	1.0E-4	4.0E-2	4.2E-5	1.4E-5
93	4.0E-2	2.2E-4	5.9E-5	1.0E-4	4.0E-2	4.2E-5	1.4E-5
94	4.0E-2	2.1E-4	5.8E-5	1.0E-4	3.9E-2	4.2E-5	1.4E-5
95	3.9E-2	2.1E-4	5.8E-5	1.0E-4	3.9E-2	4.1E-5	1.4E-5
96	3.9E-2	2.1E-4	5.7E-5	1.0E-4	3.9E-2	4.1E-5	1.3E-5
97	3.9E-2	2.1E-4	5.6E-5	1.0E-4	3.8E-2	4.1E-5	1.3E-5
98	3.8E-2	2.1E-4	5.6E-5	9.9E-5	3.8E-2	4.1E-5	1.3E-5
99	3.8E-2	2.0E-4	5.5E-5	9.8E-5	3.8E-2	4.1E-5	1.3E-5
100	3.8E-2	2.0E-4	5.5E-5	9.6E-5	3.7E-2	4.0E-5	1.3E-5
110	3.4E-2	1.8E-4	4.9E-5	8.7E-5	3.4E-2	3.8E-5	1.2E-5
120	3.1E-2	1.7E-4	4.4E-5	7.8E-5	3.1E-2	3.7E-5	1.1E-5
130	2.9E-2	1.5E-4	4.0E-5	7.0E-5	2.8E-2	3.5E-5	9.8E-6
140	2.6E-2	1.4E-4	3.6E-5	6.3E-5	2.6E-2	3.3E-5	8.9E-6
150	2.4E-2	1.3E-4	3.2E-5	5.7E-5	2.3E-2	3.2E-5	8.1E-6
160	2.2E-2	1.2E-4	2.9E-5	5.1E-5	2.1E-2	3.0E-5	7.4E-6
170	2.0E-2	1.0E-4	2.6E-5	4.6E-5	1.9E-2	2.9E-5	6.7E-6
180	1.8E-2	9.6E-5	2.3E-5	4.2E-5	1.8E-2	2.8E-5	6.1E-6
190	1.6E-2	8.7E-5	2.1E-5	3.7E-5	1.6E-2	2.6E-5	5.6E-6
200	1.5E-2	8.0E-5	1.9E-5	3.4E-5	1.5E-2	2.5E-5	5.1E-6
210	1.4E-2	7.3E-5	1.7E-5	3.0E-5	1.4E-2	2.4E-5	4.7E-6
220	1.2E-2	6.6E-5	1.5E-5	2.7E-5	1.2E-2	2.3E-5	4.2E-6
230	1.1E-2	6.0E-5	1.4E-5	2.5E-5	1.1E-2	2.2E-5	3.9E-6
240	1.0E-2	5.5E-5	1.2E-5	2.2E-5	1.0E-2	2.2E-5	3.5E-6
250	9.5E-3	5.0E-5	1.1E-5	2.0E-5	9.4E-3	2.1E-5	3.2E-6
260	8.7E-3	4.6E-5	1.0E-5	1.8E-5	8.6E-3	2.0E-5	2.9E-6
270	8.0E-3	4.2E-5	9.1E-6	1.6E-5	7.9E-3	1.9E-5	2.7E-6
